,hindi,english
0,चालुक्य राजवंश,Chalukya dynasty
1,मराठा,Maratha (caste)
2,मैसूर,Mysore
3,राजवंश,Dynasty
4,शंकराचार्य,Shankaracharya
5,शिवलिंग,Lingam
6,श्रीरंगपट्टण,Srirangapatna
7,श्रीरंगम,Srirangam
8,हैदर अली,Hyder Ali
9,अच्युत देव राय,Achyuta Deva Raya
10,इस्लाम,Islam
11,कर,Tax
12,कर्नाटक,Karnataka
13,कृष्णा नदी,Krishna River
14,तिरुमल देव राय,Tirumala Deva Raya
15,तुंगभद्रा नदी,Tungabhadra River
16,थिम्म भूपाल,Thimma Bhupala
17,दक्षिण भारत,South India
18,देव राय १,Deva Raya
19,द्रविड़ स्थापत्य शैली,Dravidian architecture
20,भारतीय साहित्य,Indian literature
21,मल्लिकार्जुन राय,Mallikarjuna Raya
22,महाभारत,Mahabharata
23,मैसूर,Mysore
24,रामचन्द्र राय,Ramachandra Raya
25,रामदेव अरविदु,Rama Deva Raya
26,रामायण,Ramayana
27,वास्तुकला,Architecture
28,विजयनगर,Vijayanagara
29,विजयनगर का वास्तुशिल्प,Vijayanagara architecture
30,विजयनगर के सिक्के,Vijayanagara coinage
31,विजयनगर साहित्य,Vijayanagara literature
32,विरुपाक्ष राय,Virupaksha Raya
33,वीर विजय बुक्क राय,Veera Vijaya Bukka Raya
34,वेद,Vedas
35,संस्कृत साहित्य,Sanskrit literature
36,सदाशिव राय,Sadasiva Raya
37,साम्राज्य,Empire
38,सायण,Sayana
39,स्मारक,Monument
40,हम्पी,Hampi
41,हिन्दू धर्म,Hinduism
42,कर्नाटक,Karnataka
43,कोप्पल,Koppal
44,गुलबर्ग,Gulbarga
45,दक्षिण भारत,South India
46,धारवाड़,Dharwad
47,पश्चिमी घाट,Western Ghats
48,बागलकोट,Bagalkot
49,बीजापुर,Bijapur
50,बेलगाम,Belgaum
51,बेल्लारी,Bellary
52,भारत,India
53,रायचूर,Raichur
