,hindi,english
0,चिदम्बर रहसियम् (टीवी धारावाहिक),Chidambara Rahasiyam (TV series)
1,भारत,India
2,मर्मदेशम्,Marmadesam
3,चेन्नई,Chennai
4,जयललिता,J. Jayalalithaa
5,तमिल,Tamils
6,लेखक,Writer
7,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
8,सिकंदराबाद,Secunderabad
9,अंग्रेजी साहित्य,English literature
10,इंग्लिश टीचर,The English Teacher
11,उपन्यास,Novel
12,कहानी,Narrative
13,चेन्नई,Chennai
14,द डार्क रूम,The Dark Room (Narayan novel)
15,द पेंटर ऑफ़ साइन्ज़,The Painter of Signs
16,द वेंडर ऑफ़ स्वीट्स,The Vendor of Sweets
17,महात्मा का इंतजार,Waiting for the Mahatma
18,मालगुडी,Malgudi
19,मालगुडी का आदमखोर,The Man-Eater of Malgudi
20,मुल्कराज आनंद,Mulk Raj Anand
21,यथार्थवाद,Realism
22,राजा राव,Raja Rao
23,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
24,स्वामी और उसके दोस्त,Swami and Friends
25,तमिल भाषा,Tamil language
