,hindi,english
0,अंग्रेजी,English language
1,जाति,Caste
2,दलित,Dalit
3,पुणे,Pune
4,ब्रिटिश भारत,Presidencies and provinces of British India
5,भीमराव आंबेडकर,B. R. Ambedkar
6,मराठी,Marathi language
7,महात्मा,Mahātmā
8,महाराष्ट्र,Maharashtra
9,माली,Mali
10,राजा राममोहन राय,Ram Mohan Roy
11,विवाह,Marriage
12,शिक्षा,Education
13,सतारा,Satara (city)
14,सत्य शोधक समाज,Satyashodhak Samaj
15,सावित्रीबाई फुले,Savitribai Phule
16,गणित,Mathematics
17,जापान,Japan
18,पुणे,Pune
19,भारत,India
20,भारत रत्न,Bharat Ratna
21,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
22,मराठी भाषा,Marathi language
23,महात्मा गांधी,Mahatma Gandhi
24,महाराष्ट्र,Maharashtra
25,मातृभाषा,First language
26,मुंबई विश्वविद्यालय,University of Mumbai
27,मुम्बई,Mumbai
28,१८५८,1858
29,१९६२,1962
30,जनसंख्या नियंत्रण,Human population planning
31,पुणे,Pune
32,भारत,India
33,भारत सरकार,Government of India
34,महाराष्ट्र,Maharashtra
35,रेमन मैगसेसे पुरस्कार,Ramon Magsaysay Award
36,विश्व स्वास्थ्य संगठन,World Health Organization
37,अरविंद केजरीवाल,Arvind Kejriwal
38,इंडिया अगेंस्ट करप्शन,India Against Corruption
39,किरण बेदी,Kiran Bedi
40,जन लोकपाल विधेयक,Jan Lokpal Bill
41,प्रशांत भूषण,Prashant Bhushan
42,भारत,India
43,भारत सरकार,Government of India
44,भारतीय,Indian
45,भारतीय संसद,Parliament of India
46,भूख हड़ताल,Hunger strike
47,मनमोहन सिंह,Manmohan Singh
48,मराठा,Maratha (caste)
49,महाराष्ट्र,Maharashtra
50,महाराष्ट्र सरकार,Government of Maharashtra
51,रालेगन सिद्धि,Ralegan Siddhi
52,विश्व बैंक,World Bank
53,समाजसेवी,Social worker
