,hindi,english
0,इलाहाबाद,Allahabad
1,उत्तराखण्ड,Uttarakhand
2,काव्य,Poetry
3,गद्य,Prose
4,जनसत्ता,Jansatta
5,दिल्ली,Delhi
6,देहरादून,Dehradun
7,पूर्वाग्रह,Prejudice
8,बुल्गारियाई भाषा,Bulgarian language
9,भारत भवन,Bharat Bhavan
10,भोपाल,Bhopal
11,लखनऊ,Lucknow
12,सहारा समय,Sahara Samay Channel
13,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
14,1961,1961
15,1968,1968
16,अरविन्द,Sri Aurobindo
17,आकाशवाणी,All India Radio
18,उत्तरा,Uttara
19,उमर खय्याम,Omar Khayyam
20,कौसानी,Kausani
21,ग्रन्थि,Gland
22,छायावादी युग,Chhayavaad
23,जयशंकर प्रसाद,Jaishankar Prasad
24,ज्ञानपीठ,Jnanpith Award
25,ज्ञानपीठ पुरस्कार,Jnanpith Award
26,पद्मभूषण,Padma Bhushan
27,प्रगतिशील लेखक संघ,Progressive Writers' Movement
28,फ्रायड,Sigmund Freud
29,बागेश्वर,Bageshwar
30,भारत,India
31,महादेवी वर्मा,Mahadevi Varma
32,मार्क्स,Karl Marx
33,रघुपति सहाय,Firaq Gorakhpuri
34,रामकुमार वर्मा,Ramkumar Verma
35,शमशेर,Shamshir
36,सत्यकाम,Satyakam
37,साहित्य अकादमी,Sahitya Akademi
38,सुमित्रानंदन पंत,Sumitranandan Pant
39,सूर्यकांत त्रिपाठी 'निराला',Suryakant Tripathi
40,हरिवंश राय बच्चन,Harivansh Rai Bachchan
41,हिंदी साहित्य,Hindi literature
42,हिन्दी कवि,List of Hindi-language poets
43,१९००,1900
44,१९०७,1907
45,१९१८,1918
46,१९२२,1922
47,१९२५,1925
48,१९२६,1926
49,१९७७,1977
50,२० मई,May 20
51,२८ दिसम्बर,December 28
52,इतिहासकार,Historian
53,पद्म श्री,Padma Shri
54,भारत सरकार,Government of India
55,भारती,Bharathi Vishnuvardhan
56,अर्द्धांगिनी,Ardhangini (2007 TV series)
57,अल्मोड़ा,Almora
58,उत्तराखण्ड,Uttarakhand
59,उपन्यास,Novel
60,कहानी,Narrative
61,कुमाऊँ विश्वविद्यालय,Kumaun University
62,केन्द्रीय हिन्दी निदेशालय,Central Hindi Directorate
63,चील,Kite (bird)
64,संस्मरण,Memoir
65,१४ अक्टूबर,October 14
66,१९३१,1931
67,१९५१,1951
68,१९५६,1956
69,१९५९,1959
70,१९६०,1960
71,१९६१,1961
72,१९६२,1962
73,१९६६,1966
74,१९६७,1967
75,१९६८,1968
76,१९६९,1969
77,१९७०,1970
78,१९७२,1972
79,१९७३,1973
80,१९७४,1974
81,१९७५,1975
82,१९७६,1976
83,१९७७,1977
84,१९७८,1978
85,१९७९,1979
86,१९८०,1980
87,१९८१,1981
88,१९८२,1982
89,१९८३,1983
90,१९८५,1985
91,१९८७,1987
92,१९८९,1989
93,१९९१,1991
94,१९९२,1992
95,१९९३,1993
96,१९९५,1995
97,१९९७,1997
98,१९९९,1999
99,२००१,2001
100,२४ अप्रैल,April 24
