,hindi,english
0,इलाहाबाद,Allahabad
1,उत्तर प्रदेश,Uttar Pradesh
2,उत्तर प्रदेश के मुख्यमंत्री,List of chief ministers of Uttar Pradesh
3,चन्द्रशेखर,Chandra Shekhar
4,जनता पार्टी,Janata Party
5,दिल्ली,Delhi
6,प्रधानमंत्री,Prime minister
7,भारत,India
8,भारत के प्रधानमंत्री,Prime Minister of India
9,भारत के मुख्यमंत्रियों की सूची,List of current Indian chief ministers
10,भारतीय,Indian
11,मंडल आयोग,Mandal Commission
12,मुख्यमंत्री,Chief minister (India)
13,राजीव गांधी,Rajiv Gandhi
14,१९८९,1989
15,१९९०,1990
16,इन्दिरा गांधी,Indira Gandhi
17,इब्राहिमपट्टी,Ibrahimpatti
18,इलाहाबाद विश्वविद्यालय,University of Allahabad
19,उत्तर प्रदेश,Uttar Pradesh
20,चन्द्रशेखर आज़ाद,Chandra Shekhar Azad
21,नई दिल्ली,New Delhi
22,बलिया,Ballia
23,भारत,India
24,भारतीय,Indian
25,राजीव गांधी,Rajiv Gandhi
26,राज्य सभा,Rajya Sabha
27,विश्वनाथ प्रताप सिंह,Vishwanath Pratap Singh
28,समाजवाद,Socialism
29,समाजवादी जनता पार्टी (राष्ट्रीय),Samajwadi Janata Party (Rashtriya)
30,१९२७,1927
31,१९९१,1991
32,१९९५,1995
33,२००७,2007
34,३ मई,May 3
35,अलीगढ़,Aligarh
36,उत्तर प्रदेश,Uttar Pradesh
37,बहुजन समाज पार्टी,Bahujan Samaj Party
38,बाबरी मस्जिद,Babri Masjid
39,राजस्थान,Rajasthan
40,हिन्दुत्व,Hindutva
41,हिमाचल प्रदेश,Himachal Pradesh
42,उत्तर प्रदेश,Uttar Pradesh
43,जनता पार्टी,Janata Party
44,भारत,India
45,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
46,मुख्य मंत्री,Chief minister
47,राममनोहर लोहिया,Ram Manohar Lohia
48,लखनऊ,Lucknow
