,hindi,english
0,असहयोग आन्दोलन,Non-cooperation movement
1,उत्तर प्रदेश,Uttar Pradesh
2,उत्तराखण्ड,Uttarakhand
3,काकोरी काण्ड,Kakori conspiracy
4,काशीपुर,Kashipur
5,गाँव,Village
6,"गृह मंत्रालय, भारत सरकार",Ministry of Home Affairs (India)
7,गोविन्द बल्लभ पंत सागर,Govind Ballabh Pant Sagar
8,गोविन्द बल्लभ पन्त अभियान्त्रिकी महाविद्यालय,Govind Ballabh Pant Engineering College
9,देहरादून,Dehradun
10,नैनीताल,Nainital
11,पंतनगर,Pantnagar
12,भारत,India
13,भारत के गृह मंत्री,Minister of Home Affairs (India)
14,मदन मोहन मालवीय,Madan Mohan Malaviya
15,राजनेता,Politician
16,रानीखेत,Ranikhet
17,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
18,साइमन कमीशन,Simon Commission
19,हिन्दी,Hindi
20,उत्तराखण्ड,Uttarakhand
21,गोविन्द बल्लभ पन्त,Govind Ballabh Pant
22,जवाहरलाल नेहरू,Jawaharlal Nehru
23,जालपृष्ठ,Web page
24,पंतनगर,Pantnagar
25,भारत,India
26,हरित क्रांति,Green Revolution
27,१९६०,1960
28,१९७२,1972
29,उत्तर प्रदेश,Uttar Pradesh
30,भारत,India
31,मुख्यमंत्री,Chief minister (India)
32,उत्तराखण्ड,Uttarakhand
33,भारत,India
34,विश्वविद्यालय,University
