,hindi,english
0,अभिनेता,Actor
1,असम,Assam
2,इंटरनेट मूवी डेटाबेस,IMDb
3,अवतार,Avatar
4,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
5,कथासरित्सागर,Kathasaritsagara
6,कामदेव,Kamadeva
7,कृष्ण,Krishna
8,गणेश पुराण,Ganesha Purana
9,गरुड़ पुराण,Garuda Purana
10,गर्ग संहिता,Garga Samhita
11,नारद पुराण,Naradiya Purana
12,पद्म पुराण,Padma Purana
13,पृथु,Prithu
14,ब्रह्माण्ड पुराण,Brahmanda Purana
15,भविष्य पुराण,Bhavishya Purana
16,भस्मासुर,Bhasmasura (Hinduism)
17,भागवत पुराण,Bhagavata Purana
18,मत्स्य पुराण,Matsya Purana
19,महाभारत,Mahabharata
20,वायु पुराण,Vayu Purana
21,विष्णु,Vishnu
22,शिव,Shiva
23,शिव पुराण,Shiva Purana
24,समुद्र मन्थन,Samudra manthan
25,स्कन्द पुराण,Skanda Purana
26,इंटरनेट मूवी डेटाबेस,IMDb
27,भारत,India
28,असम,Assam
29,असमिया भाषा,Assamese language
30,असमिया साहित्य,Assamese literature
