,hindi,english
0,अधिवक्ता,Advocate
1,अमृतसर,Amritsar
2,अरविन्द घोष,Sri Aurobindo
3,आर्य,Aryan
4,एनी बेसेंट,Annie Besant
5,कांग्रेस का सूरत विभाजन,Surat Split
6,केसरी,Kesari
7,खुदीराम बोस,Khudiram Bose
8,गणित,Mathematics
9,गीतारहस्य,Shrimadh Bhagvad Gita Rahasya
10,जवाहरलाल नेहरू,Jawaharlal Nehru
11,नरम दल,Moderate
12,पुणे,Pune
13,प्रफुल्ल चाकी,Prafulla Chaki
14,ब्रिटिश राज,British Raj
15,भारतीय राष्ट्रवाद,Indian nationalism
16,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
17,महाराष्ट्र,Maharashtra
18,माण्डले,Mandalay
19,मुहम्मद अली जिन्ना,Muhammad Ali Jinnah
20,लाला लाजपत राय,Lala Lajpat Rai
21,विवाह,Marriage
22,वी० ओ० चिदम्बरम पिल्लै,V. O. Chidambaram Pillai
23,वेद,Vedas
24,शिक्षक,Teacher
25,शिक्षा,Education
26,श्यामजी कृष्ण वर्मा,Shyamji Krishna Varma
27,श्रीमद्भगवद्गीता,Bhagavad Gita
28,सत्याग्रह,Satyagraha
29,स्वराज,Swaraj
30,होम रुल लीग,Home Rule League
31,प्रकाश पादुकोण,Prakash Padukone
32,भारत,India
33,भारतीय खेल प्राधिकरण,Sports Authority of India
34,साइना नेहवाल,Saina Nehwal
35,इंग्लैंड क्रिकेट टीम,England cricket team
36,इंडियन प्रीमियर लीग,Indian Premier League
37,एक दिवसीय अंतर्राष्ट्रीय,One Day International
38,ऑस्ट्रेलिया,Australia
39,ट्वेन्टी ट्वेन्टी,Twenty20
40,दिलीप ट्रॉफी,Duleep Trophy
41,भारत,India
42,मुरली विजय,Murali Vijay
43,राजस्थान रॉयल्स,Rajasthan Royals
44,राहुल द्रविड़,Rahul Dravid
45,विराट कोहली,Virat Kohli
46,शिखर धवन,Shikhar Dhawan
47,स्टीव स्मिथ,Steve Smith (cricketer)
48,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
49,क्रिकेट,Cricket
50,भारत,India
51,महाराष्ट्र,Maharashtra
52,माटुंगा,Matunga
