,hindi,english
0,अराजकता,Anarchy
1,आकाशवाणी,All India Radio
2,उपन्यास,Novel
3,केरल,Kerala
4,पटकथा,Screenplay
5,भारत,India
6,मलयालम भाषा,Malayalam
7,व्यक्तिवाद,Individualism
8,पद्मश्री,Padma Shri
9,भारत सरकार,Government of India
10,दादासाहेब फाल्के पुरस्कार,Dadasaheb Phalke Award
11,भारत,India
12,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ अभिनेता पुरस्कार,National Film Award for Best Actor
13,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ अभिनेत्री पुरस्कार,National Film Award for Best Actress
14,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ नृत्य संयोजन,National Film Award for Best Choreography
15,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ फ़िल्म,National Film Award for Best Feature Film
16,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ सहायक अभिनेता पुरस्कार,National Film Award for Best Supporting Actor
17,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ सहायक अभिनेत्री पुरस्कार,National Film Award for Best Supporting Actress
18,राष्ट्रीय फ़िल्म पुरस्कार – बांग्ला भाषा की सर्वश्रेष्ठ फ़िल्म,National Film Award for Best Feature Film in Bengali
19,राष्ट्रीय फ़िल्म पुरस्कार – सर्वश्रेष्ठ निर्देशन,National Film Award for Best Direction
20,इंटरनेट मूवी डेटाबेस,IMDb
21,केरल,Kerala
22,कोट्टयम जिला,Kottayam district
23,तिरुवनन्तपुरम,Thiruvananthapuram
24,भारत,India
