,hindi,english
0,केरल,Kerala
1,गायक,Singer
2,मलयालम,Malayalam
3,चित्रा (गायिका),K. S. Chithra
4,भारतीय सिनेमा,Cinema of India
5,इंटरनेट मूवी डेटाबेस,IMDb
6,कन्नड,Kannada
7,कर्नाटक,Karnataka
8,के ओमानकुट्टी,K. Omanakutty
9,केरल,Kerala
10,तमिल,Tamils
11,तिरुवनंतपुरम,Thiruvananthapuram
12,तेलुगु,Telugu language
13,दक्षिण फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards South
14,प्रियदर्शन,Priyadarshan
15,भारत,India
16,मलयालम,Malayalam
17,मलयाली सिनेमा,Malayalam cinema
18,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
19,हिन्दी,Hindi
