,hindi,english
0,पंद्रहवीं लोकसभा,15th Lok Sabha
1,भारत सरकार,Government of India
2,अशोक गहलोत,Ashok Gehlot
3,दौसा,Dausa
4,पी. ए. संगमा,P. A. Sangma
5,भारत,India
6,मीणा,Meena
7,राजस्थान,Rajasthan
8,विधायक,Member of the Legislative Assembly
9,सांसद,Member of parliament
10,अजमेर,Ajmer
11,अमित शाह,Amit Shah
12,जयपुर,Jaipur
13,दिल का दौरा,Myocardial infarction
14,दिल्ली,Delhi
15,भाजपा,Bharatiya Janata Party
16,भारत,India
17,राजनेता,Politician
18,राजस्थान,Rajasthan
19,राजस्थान विश्वविद्यालय,University of Rajasthan
20,लोकसभा,Lok Sabha
21,सांसद,Member of parliament
22,अशोक गहलोत,Ashok Gehlot
23,जोधपुर,Jodhpur
24,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
25,राजस्थान,Rajasthan
26,राजस्थान विधान सभा,Rajasthan Legislative Assembly
