,hindi,english
0,ओड़िया साहित्य,Odia literature
1,व्याकरण,Grammar
2,संस्कृत भाषा,Sanskrit
3,उपन्यास,Novel
4,ओड़िया साहित्य,Odia literature
5,ओडिशा,Odisha
6,कहानी,Narrative
7,बालेश्वर,Balasore
8,मकर संक्रान्ति,Makar Sankranti
9,ओड़िआ,Oriya
10,कवि,Poet
11,गंगाधर मेहेर विश्वविद्यालय,Gangadhar Meher University
12,बरगढ़ जिला,Bargarh district
13,सम्बलपुर जिला,Sambalpur district
14,आन्ध्र विश्वविद्यालय,Andhra University
15,कटक,Cuttack
16,काव्य,Poetry
17,कोलकाता,Kolkata
18,ज्ञानपीठ पुरस्कार,Jnanpith Award
19,पश्चिम बंगाल,West Bengal
20,पुस्तक,Book
21,ब्रह्मपुर,Berhampur
22,मुहावरा,Idiom
23,शिक्षा,Education
24,साहित्य,Literature
25,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
