,hindi,english
0,अंधा युग,Andha Yug
1,अरविन्द गौड़,Arvind Gaur
2,इब्राहीम अलकाजी,Ebrahim Alkazi
3,इलाहाबाद,Allahabad
4,उदय प्रकाश,Uday Prakash
5,गुनाहों का देवता,Gunahon Ka Devta (novel)
6,धर्मयुग,Dharmyug
7,धीरेन्द्र वर्मा,Dhirendra Verma
8,भारत,India
9,महाभारत,Mahabharata
10,राम गोपाल बजाज,Ram Gopal Bajaj
11,रामायण,Ramayana
12,श्याम बेनेगल,Shyam Benegal
13,संगीत नाटक अकादमी,Sangeet Natak Akademi
14,हिंदी साहित्य,Hindi literature
15,१९२६,1926
16,१९९७,1997
17,पत्रकार,Journalist
18,हिन्दी,Hindi
19,अंग्रेज़ी साहित्य,English literature
20,लखनऊ,Lucknow
21,लखनऊ विश्वविद्यालय,University of Lucknow
22,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
23,हिन्दी,Hindi
24,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
25,अर्थशास्त्र,Economics
26,आंतरिक सुरक्षा व्यवस्था अधिनियम,Maintenance of Internal Security Act
27,आज,Aj (newspaper)
28,इंदिरा गांधी राष्ट्रीय कला केन्द्र,Indira Gandhi National Centre for the Arts
29,उत्तर प्रदेश,Uttar Pradesh
30,चौधरी चरण सिंह,Charan Singh
31,जनसत्ता,Jansatta
32,जयप्रकाश नारायण,Jayaprakash Narayan
33,दिल्ली,Delhi
34,नवभारत टाइम्स,Navbharat Times
35,पत्रकार,Journalist
36,पद्म श्री,Padma Shri
37,पश्चिम बंगाल,West Bengal
38,पूर्वी बंगाल,East Bengal
39,प्रभाष जोशी,Prabhash Joshi
40,बिहार,Bihar
41,भगवान दास,Bhagwan Das
42,भारत,India
43,भोपाल,Bhopal
44,रवि शंकर प्रसाद,Ravi Shankar Prasad
45,लालू प्रसाद यादव,Lalu Prasad Yadav
46,विनोबा भावे,Vinoba Bhave
47,विश्वनाथ प्रताप सिंह,Vishwanath Pratap Singh
48,सुशील कुमार मोदी,Sushil Kumar Modi
49,स्नातकोत्तर,Postgraduate education
50,हवाला,Hawala
51,हिन्दी,Hindi
