,hindi,english
0,भारत,India
1,भारतीय,Indian
2,भारतीय जनता पार्टी,Bharatiya Janata Party
3,छत्तीसगढ़,Chhattisgarh
4,बिलासपुर,Bilaspur
5,भारत,India
6,रमन सिंह,Raman Singh
7,विधायक,Member of the Legislative Assembly
8,सांसद,Member of parliament
9,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
10,ईसाई,Christians
11,छत्तीसगढ़,Chhattisgarh
12,जशपुर,Jashpur Nagar
13,बिलासपुर,Bilaspur
14,भारत,India
15,भारतीय जनता पार्टी,Bharatiya Janata Party
16,यकृत,Liver
17,लोकसभा,Lok Sabha
18,वृक्क,Kidney
19,संक्रमण,Infection
20,सांसद,Member of parliament
21,हिन्दू,Hindus
22,आदिवासी,Indigenous peoples
23,छत्तीसगढ़,Chhattisgarh
24,भारत,India
25,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
26,मंत्री,Minister (government)
27,माओवाद,Maoism
28,सुकमा,Sukma
