,hindi,english
0,आन्ध्र विश्वविद्यालय,Andhra University
1,ऑक्सफ़र्ड विश्वविद्यालय,University of Oxford
2,कलकत्ता विश्वविद्यालय,University of Calcutta
3,जवाहरलाल नेहरू,Jawaharlal Nehru
4,तिरुपति,Tirumala Tirupati
5,दर्शनशास्त्र,Philosophy
6,दिल्ली विश्वविद्यालय,University of Delhi
7,धर्म,Dharma
8,बाइबिल,Bible
9,ब्रिटिश साम्राज्य,British Empire
10,भारत,India
11,भारत के उपराष्ट्रपति,Vice President of India
12,भारत रत्न,Bharat Ratna
13,भारत सरकार,Government of India
14,युनेस्को,UNESCO
15,राष्ट्रपति,President (government title)
16,विजयलक्ष्मी पंडित,Vijaya Lakshmi Pandit
17,वेल्लूर,Vellore
18,शिक्षक दिवस,List of Teachers' Days
19,शिक्षा,Education
20,संस्कृत भाषा,Sanskrit
21,संस्कृति,Culture
22,सत्य,Satya
23,सर्वपल्ली राधाकृष्णन,Sarvepalli Radhakrishnan
24,सोवियत संघ,Soviet Union
25,स्वामी विवेकानन्द,Swami Vivekananda
26,हिन्दू,Hindus
27,अध्यक्ष,Chairperson
28,आंध्र प्रदेश,Andhra Pradesh
29,भारत,India
30,भारत में विश्वविद्यालयों की सूची,List of universities in India
31,भारत में शिक्षा,Education in India
32,मद्रास विश्वविद्यालय,University of Madras
33,विशाखापट्ट्नम,Visakhapatnam
34,विश्वविद्यालय,University
35,विश्वविद्यालय अनुदान आयोग,University Grants Commission (India)
36,सर्वेपल्लि राधाकृष्णन,Sarvepalli Radhakrishnan
37,सार्वजनिक विश्वविद्यालय,University
38,१९२५,1925
39,उद्यमी,Entrepreneur
40,पद्म भूषण,Padma Bhushan
41,पद्म विभूषण,Padma Vibhushan
42,भारत,India
43,भारतीय,Indian
44,विशेषज्ञ,Expert
45,हृदय रोग,Heart disease
