,hindi,english
0,पद्म विभूषण,Padma Vibhushan
1,परम विशिष्ट सेवा पदक,Param Vishisht Seva Medal
2,महाराष्ट्र के राज्यपालों की सूची,List of governors of Maharashtra
3,राजस्थान के राज्यपालों की सूची,List of governors of Rajasthan
4,लाहौर,Lahore
5,अति विशिष्ट सेवा पदक,Ati Vishisht Seva Medal
6,अरुणाचल प्रदेश,Arunachal Pradesh
7,अल्जीरिया,Algeria
8,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
9,उत्तर भारत,North India
10,उत्तराखण्ड,Uttarakhand
11,कराची,Karachi
12,कैप्टन अमरिंदर सिंह,Amarinder Singh
13,जनरल,General officer
14,जम्मू,Jammu Division
15,जोगिन्दर जसवन्त सिंह,J. J. Singh
16,जोशीमठ,Jyotirmath
17,दीपक कपूर,Deepak Kapoor
18,देहरादून,Dehradun
19,द्वितीय विश्व युद्ध,World War II
20,नागालैंड,Nagaland
21,नियंत्रण रेखा,Line of Control
22,पंजाब रेजिमेंट,Punjab Regiment (India)
23,पटियाला,Patiala
24,पाकिस्तान,Pakistan
25,प्रथम विश्व युद्ध,World War I
26,फ्रांस,France
27,बीजिंग,Beijing
28,ब्रिटिश भारत,Presidencies and provinces of British India
29,ब्रिटिश भारतीय सेना,British Indian Army
30,भारत,India
31,भारत के रक्षा मंत्री,Minister of Defence (India)
32,भारतीय थल सेना,Indian Army
33,भारतीय सेना,Indian Armed Forces
34,भारतीय सैन्य अकादमी,Indian Military Academy
35,मराठा लाइट इन्फेंट्री,Maratha Light Infantry
36,रावलपिंडी,Rawalpindi
37,विशिष्ट सेवा पदक,Vishisht Seva Medal
38,शिरोमणि अकाली दल,Shiromani Akali Dal
39,संयुक्त राष्ट्र,United Nations
40,सिएरा लियोन,Sierra Leone
41,सिकंदराबाद,Secunderabad
42,सिक्किम,Sikkim
43,सुखबीर सिंह बादल,Sukhbir Singh Badal
44,हैदराबाद,Hyderabad
45,इंडोनेशिया,Indonesia
46,इटली,Italy
47,कर्नल,Colonel
48,क्वेटा,Quetta
49,जवाहरलाल नेहरू,Jawaharlal Nehru
50,नई दिल्ली,New Delhi
51,नयनतारा सहगल,Nayantara Sahgal
52,पंजाब रेजिमेंट,Punjab Regiment (India)
53,भारत,India
54,राजपूताना राइफल्स,Rajputana Rifles
55,रोमिला थापर,Romila Thapar
56,लाहौर,Lahore
57,लेफ्टिनेंट जनरल,Lieutenant general
58,विजयलक्ष्मी पंडित,Vijaya Lakshmi Pandit
59,गुर्जर,Gurjar
60,पंजाब क्षेत्र,Punjab
61,भारत,India
62,मध्य प्रदेश,Madhya Pradesh
63,महावीर चक्र,Maha Vir Chakra
64,लोंगेवाला,Longewala
65,लोंगेवाला का युद्ध,Battle of Longewala
66,संयुक्त राष्ट्र,United Nations
67,होशियारपुर,Hoshiarpur
