,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,नेहा महाजन,Neha Mahajan
2,पुणे,Pune
3,पैडमैन,Pad Man (film)
4,भारत,India
5,मलयालम भाषा,Malayalam
6,मांझी: द माउंटेन मैन,Manjhi – The Mountain Man
7,राय लक्ष्मी,Raai Laxmi
8,लस्ट स्टोरीज़,Lust Stories
9,श्रीराम राघवन,Sriram Raghavan
10,सेक्रेड गेम्स,Sacred Games (TV series)
11,हर्षिका पूनच्चा,Harshika Poonacha
12,हिन्दी,Hindi
13,भारतीय सिनेमा,Cinema of India
14,अमिताभ बच्चन,Amitabh Bachchan
15,आशा भोसले,Asha Bhosle
16,आशिकी,Aashiqui
17,आशिकी 2,Aashiqui 2
18,गोरी तेरे प्यार में,Gori Tere Pyaar Mein
19,पंजाबी,Punjabi
20,पद्मिनी कोल्हापुरी,Padmini Kolhapure
21,भारत,India
22,भारतीय,Indian
23,लता मंगेशकर,Lata Mangeshkar
24,शक्ति कपूर,Shakti Kapoor
25,अनिल कपूर,Anil Kapoor
26,किशन कन्हैया,Kishen Kanhaiya
27,गज गामिनी,Gaja Gamini
28,गोपी किशन,Gopi Kishan
29,नम्रता शिरोडकर,Namrata Shirodkar
30,फ़िल्म,Film
31,मिस इंडिया,Femina Miss India
32,मुंबई,Mumbai
