,hindi,english
0,भारत के थलसेनाध्यक्ष,Chief of the Army Staff (India)
1,अन्ना हजारे,Anna Hazare
2,नियंत्रण रेखा,Line of Control
3,पाकिस्तान,Pakistan
4,पिलानी,Pilani
5,बिक्रम सिंह,Bikram Singh (general)
6,भारत,India
7,भारतीय,Indian
8,भारतीय जनता पार्टी,Bharatiya Janata Party
9,राजस्थान,Rajasthan
10,सांसद,Member of parliament
11,हरियाणा,Haryana
12,अति विशिष्ट सेवा पदक,Ati Vishisht Seva Medal
13,उत्तम युद्ध सेवा पदक,Uttam Yudh Seva Medal
14,जनरल,General officer
15,जाट,Jat people
16,परम विशिष्ट सेवा पदक,Param Vishisht Seva Medal
17,बिक्रम सिंह,Bikram Singh (general)
18,भारत,India
19,भारतीय थलसेना,Indian Army
20,विशिष्ट सेवा पदक,Vishisht Seva Medal
21,हरियाणा,Haryana
22,अन्ना हजारे,Anna Hazare
23,नियंत्रण रेखा,Line of Control
24,पाकिस्तान,Pakistan
25,पिलानी,Pilani
26,बिक्रम सिंह,Bikram Singh (general)
27,भारत,India
28,भारतीय,Indian
29,भारतीय जनता पार्टी,Bharatiya Janata Party
30,राजस्थान,Rajasthan
31,सांसद,Member of parliament
32,हरियाणा,Haryana
