,hindi,english
0,भारत,India
1,1963,1963
2,4 जुलाई,July 4
3,आंध्र प्रदेश,Andhra Pradesh
4,उर्दू,Urdu
5,कपास,Cotton
6,कराची,Karachi
7,काकीनाड़ा,Kakinada
8,जापानी भाषा,Japanese language
9,जालंधर,Jalandhar
10,तेलुगु,Telugu language
11,भारत का ध्वज,Flag of India
12,भारतीय ध्वज,Flag of India
13,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
14,मछलीपट्टनम,Machilipatnam
15,महात्मा गांधी,Mahatma Gandhi
16,लखनऊ,Lucknow
17,लाहौर,Lahore
18,विजयवाड़ा,Vijayawada
19,एलुरु,Eluru
20,भारत,India
21,भारतीय प्रशासनिक सेवा,Indian Administrative Service
22,भारतीय रिज़र्व बैंक,Reserve Bank of India
23,आन्ध्र प्रदेश,Andhra Pradesh
24,जनता पार्टी,Janata Party
25,भारत के उपराष्ट्रपति,Vice President of India
26,भारत के उपराष्ट्रपतियों की सूची,List of vice presidents of India
27,भारत के राष्ट्रपति,President of India
28,भारत के राष्ट्रपतियों की सूची,List of presidents of India
29,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
30,महात्मा गांधी,Mahatma Gandhi
31,राष्ट्रपति,President (government title)
32,लोक सभा,Lok Sabha
33,सत्याग्रह,Satyagraha
