,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,क्रिकेट,Cricket
2,ढाका,Dhaka
3,भारत,India
4,उत्तर प्रदेश,Uttar Pradesh
5,चेन्नई सुपर किंग्स,Chennai Super Kings
6,ड्वेन ब्रावो,Dwayne Bravo
7,भारत,India
8,महेंद्र सिंह धोनी,MS Dhoni
9,माइकल हसी,Michael Hussey
10,रविचंद्रन अश्विन,Ravichandran Ashwin
11,सौरव गांगुली,Sourav Ganguly
12,इंडियन प्रीमियर लीग,Indian Premier League
13,इशांत शर्मा,Ishant Sharma
14,एक दिवसीय अंतर्राष्ट्रीय,One Day International
15,क्रिकेट,Cricket
16,टेस्ट क्रिकेट,Test cricket
17,प्रवीण कुमार,Praveen Kumar
18,भारत,India
19,भारतीय क्रिकेट टीम,India national cricket team
20,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
21,वरुण आरोन,Varun Aaron
22,विदर्भ क्रिकेट टीम,Vidarbha cricket team
23,२०१० आईसीसी विश्व ट्वेन्टी २०,2010 ICC World Twenty20
