,hindi,english
0,नेपाल,Nepal
1,बुडापेस्ट,Budapest
2,भारत,India
3,हंगरी,Hungary
4,अमिताभ बच्चन,Amitabh Bachchan
5,इलाहाबाद,Allahabad
6,इलाहाबाद विश्वविद्यालय,University of Allahabad
7,भारत,India
8,भारत सरकार,Government of India
9,भारतीय,Indian
10,मधुशाला,Madhushala
11,राज्य सभा,Rajya Sabha
12,हिन्दी,Hindi
13,हाथरस,Hathras
14,अज्ञेय,Sachchidananda Vatsyayan
15,उत्तर प्रदेश,Uttar Pradesh
16,कवि,Poet
17,काशी हिन्दू विश्वविद्यालय,Banaras Hindu University
18,ज्ञानपीठ पुरस्कार,Jnanpith Award
19,दिल्ली,Delhi
20,बलिया,Ballia
21,भारतीय ज्ञानपीठ,Bharatiya Jnanpith
22,व्यास सम्मान,Vyas Samman
23,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
