,hindi,english
0,आनंद बाजार पत्रिका,Anandabazar Patrika
1,दिल्ली,Delhi
2,नॉर्थवेस्टर्न विश्वविद्यालय,Northwestern University
3,भारत,India
4,भारतीय प्रौद्योगिकी संस्थान दिल्ली,Indian Institute of Technology Delhi
5,शिकागो विश्वविद्यालय,University of Chicago
6,संयुक्त राष्ट्र,United Nations
7,जैन,Jainism
8,भारत,India
9,सन फार्मास्युटिकल,Sun Pharmaceutical
10,पेन्सिलवेनिया,Pennsylvania
11,१९२९,1929
12,अर्जुन टैंक,Arjun (tank)
13,कोलकाता,Kolkata
14,परम विशिष्ट सेवा पदक,Param Vishisht Seva Medal
15,पश्चिम बंगाल,West Bengal
16,भारत,India
17,भारतीय संसद,Parliament of India
18,भारतीय सैन्य अकादमी,Indian Military Academy
