,hindi,english
0,अर्थशास्त्र,Economics
1,इंग्लैण्ड,England
2,ईस्ट इण्डिया कम्पनी,East India Company
3,कोलकाता,Kolkata
4,पांडुरंग वामन काणे,Pandurang Vaman Kane
5,प्राच्यवाद,Orientalism
6,बंगीय साहित्य परिषद,Bangiya Sahitya Parishad
7,बर्धमान,Bardhaman
8,भारत,India
9,भारत का आर्थिक इतिहास,Economic history of India
10,भारतीय राष्ट्रवाद,Indian nationalism
11,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
12,महाभारत,Mahabharata
13,रामायण,Ramayana
14,रूस,Russia
15,लंदन विश्वविद्यालय,University of London
16,लखनऊ,Lucknow
17,संस्कृत साहित्य,Sanskrit literature
18,कोलकाता,Kolkata
19,कोलकाता विश्वविद्यालय,University of Calcutta
20,जादू,Magic (supernatural)
21,दरभंगा,Darbhanga
22,मनोविश्लेषण,Psychoanalysis
23,योग,Yoga
24,सम्मोहन,Hypnosis
25,सिग्मुंड फ़्रोइड,Sigmund Freud
26,1890,1890
27,1977,1977
28,26 अक्टूबर,October 26
29,29 मई,May 29
30,अंग्रेजी,English language
31,इतालवी,Italian language
32,कोलकाता,Kolkata
33,कोलकाता विश्वविद्यालय,University of Calcutta
34,ग्रीक,Greece
35,जर्मन,German language
36,जावा,Java (disambiguation)
37,नागरीप्रचारणी सभा,Nagari Pracharini Sabha
38,पद्मविभूषण,Padma Vibhushan
39,पश्चिम बंगाल,West Bengal
40,पेरिस,Paris
41,फ़ारसी,Persian language
42,फ़्रेंच,French language
43,बंगाल,Bengal
44,बांग्ला,Bengali language
45,बांग्ला भाषा,Bengali language
46,बाली,Bali
47,भारत,India
48,भारत सरकार,Government of India
49,भारतीय कला,Indian art
50,रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
51,लन्दन,London
52,लन्दन विश्वविद्यालय,University of London
53,लैटिन,Latin
54,संस्कृत,Sanskrit
55,साहित्य अकादमी,Sahitya Akademi
56,सुमात्रा,Sumatra
57,हावड़ा,Howrah
58,हिन्दी भाषा,Hindi
59,भारत,India
