,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,फेसबुक,Facebook
2,बाहुबली 2: द कॉन्क्लूज़न,Baahubali 2: The Conclusion
3,लिंगा,Lingaa
4,अभिनेता,Actor
5,हिन्दी,Hindi
6,१० सितंबर,September 10
7,१९६५,1965
8,अरविन्द गौड़,Arvind Gaur
9,इब्राहीम अलकाजी,Ebrahim Alkazi
10,गिरीश कर्नाड,Girish Karnad
11,जयशंकर प्रसाद,Jaishankar Prasad
12,दिनेश ठाकुर,Dinesh Thakur
13,प्रसन्ना,Prasanna (theatre director)
14,बी.वी. कारंत,B. V. Karanth
15,भारतेन्दु हरिश्चंद्र,Bharatendu Harishchandra
16,रघुवीर सहाय,Raghuvir Sahay
17,अक्किनेनी नागेश्वर राव,Akkineni Nageswara Rao
18,दिलीप कुमार,Dilip Kumar
19,मनोज कुमार,Manoj Kumar
20,विनोद खन्ना,Vinod Khanna
21,शिवाजी गणेशन,Sivaji Ganesan
