,hindi,english
0,अरब सागर,Arabian Sea
1,आलप्पुषा़ जिला,Alappuzha district
2,इड्डुक्कि जिला,Idukki district
3,ईसाई,Christians
4,ओणम,Onam
5,कण्णूर जिला,Kannur district
6,कर्नाटक,Karnataka
7,कालीकट,Kozhikode
8,कासरगोड जिला,Kasaragod district
9,केरल का संगीत,Music of Kerala
10,केरल की झीलें,Geography of Kerala
11,केरल की नदियां,Geography of Kerala
12,केरल की वास्तुकला,Architecture of Kerala
13,केरल की संस्कृति,Culture of Kerala
14,केरल के जिले,List of districts of Kerala
15,केरल के लोकसभा सदस्य,List of members of the 16th Lok Sabha
16,केरल में उद्योग,Economy of Kerala
17,केरल में कृषि,Economy of Kerala
18,केरल में पर्यटन,Tourism in Kerala
19,केरल में सिनेमा,Malayalam cinema
20,कोच्चि,Kochi
21,कोट्टयम जिला,Kottayam district
22,कोल्लम,Kollam
23,कोल्लम जिला,Kollam district
24,कोषि़क्कोड जिला,Kozhikode district
25,तिरुवनन्तपुरम,Thiruvananthapuram
26,तिरुवनन्तपुरम जिला,Thiruvananthapuram district
27,तृश्शूर जिला,Thrissur district
28,त्रिवेन्द्रम,Thiruvananthapuram
29,पत्तनंतिट्टा जिला,Pathanamthitta district
30,पालक्काड जिला,Palakkad district
31,पुदुच्चेरी,Puducherry
32,प्रान्त,Province
33,भारत,India
34,भारत के राज्य,States and union territories of India
35,मलप्पुरम जिला,Malappuram district
36,मलयालम,Malayalam
37,मलयालम भाषा,Malayalam
38,मलयालम साहित्य,Malayalam literature
39,मुख्यमंत्री,Chief minister (India)
40,मुसलमान,Muslims
41,मुस्लिम लीग,Muslim League
42,राजधानी,Capital city
43,लक्षद्वीप,Lakshadweep
44,लोक सभा,Lok Sabha
45,वयनाड जिला,Wayanad district
46,वर्ग किलोमीटर,Square kilometre
47,विषु,Vishu
48,सह्याद्रि,Western Ghats
49,हिन्दु,Hinduism
50,साँचा:केरल,Template:Kerala
51,अरुण श्रीधर वैद्य,Arun Shridhar Vaidya
52,अरुणाचल प्रदेश,Arunachal Pradesh
53,असम,Assam
54,आत्मकथा,Autobiography
55,गया,"Gaya, India"
56,जम्मू और कश्मीर,Jammu and Kashmir (state)
57,नेपाल,Nepal
58,बिहार,Bihar
59,राज्यपाल,Governor
60,दरभंगा,Darbhanga
61,बिहार,Bihar
62,बी एन आदरकार,B. N. Adarkar
63,भारत,India
64,भारतीय रिजर्व बैंक,Reserve Bank of India
65,भारतीय रिज़र्व बैंक,Reserve Bank of India
66,भारतीय सिविल सेवा,Civil Services of India
67,महात्मा गांधी,Mahatma Gandhi
68,दिल्ली,Delhi
69,पटना विश्वविद्यालय,Patna University
70,भारतीय प्रशासनिक सेवा,Indian Administrative Service
71,१९३८,1938
72,१९६१,1961
