,hindi,english
0,भारत,India
1,पंद्रहवीं लोकसभा,15th Lok Sabha
2,भारत सरकार,Government of India
3,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
4,अक्षौहिणी,Akshauhini
5,अम्बा,Amba (Mahabharata)
6,अम्बालिका,Ambalika
7,अम्बिका,Durga
8,अरण्यक,Aranyaka
9,अर्जुन,Arjuna
10,अस्त्र,Astra (weapon)
11,आगम,Agama
12,आत्मा,Soul
13,आर्यभट,Aryabhata
14,इन्द्र,Indra
15,इन्द्रप्रस्थ,Indraprastha
16,उपनिषद,Upanishads
17,उपनिषद्,Upanishads
18,ऋग्वेद,Rigveda
19,ऋषि,Rishi
20,ऐहोल,Aihole
21,कर्ण,Karna
22,कर्म,Karma
23,कलियुग,Kali Yuga
24,कुन्ती,Kunti
25,कुरु,Kuru Kingdom
26,कुरुक्षेत्र,Kurukshetra
27,कृष्ण,Krishna
28,कौरव,Kaurava
29,क्षत्रिय,Kshatriya
30,गदा,Gada (mace)
31,गांधारी,Gandhari (character)
32,गान्धारी,Gandhari (character)
33,गीता,Bhagavad Gita
34,चन्द्रगुप्त,Chandragupta
35,चन्द्रगुप्त मौर्य,Chandragupta Maurya
36,चालुक्य राजवंश,Chalukya dynasty
37,ज्ञान,Knowledge
38,ज्योतिष,Jyotiḥśāstra
39,दार्शनिक,Philosopher
40,दिल्ली,Delhi
41,दिव्यास्त्र,Astra (weapon)
42,दुर्योधन,Duryodhana
43,देवता,Deva (Hinduism)
44,द्रोण,Drona
45,द्रौपदी,Draupadi
46,धर्म,Dharma
47,धृतराष्ट्र,Dhritarashtra
48,नकुल,Nakula
49,पाण्डव,Pandava
50,पाण्डु,Pandu
51,पुराण,Puranas
52,पुराना किला,Purana Qila
53,पुलकेसि २,Pulakeshin II
54,पौराणिक कालक्रम,Puranic chronology
55,प्राचीन भारत,Outline of ancient India
56,बरनावा,Barnava
57,बलराम,Balarama
58,ब्राह्मण,Brahmin
59,भक्ति,Bhakti
60,भविष्य पुराण,Bhavishya Purana
61,भागवत पुराण,Bhagavata Purana
62,भारत,India
63,भारतीय पुरातत्त्व सर्वेक्षण विभाग,Archaeological Survey of India
64,भीम,Bhima
65,भीष्म,Bhishma
66,मगध,Magadha
67,महाकाव्य,Mahakavya
68,महाभारत,Mahabharata
69,मेगस्थनीज,Megasthenes
70,यादव,Yadav
71,युधिष्ठिर,Yudhishthira
72,यूनान,Greece
73,योग,Yoga
74,राम,Rama
75,लाक्षागृह,Lakshagriha
76,वराहमिहिर,Varāhamihira
77,विचित्रवीर्य,Vichitravirya
78,विज्ञान,Science
79,वेद,Vedas
80,वेदव्यास,Vyasa
81,वैदिक काल,Vedic period
82,वैदिक धर्म,Historical Vedic religion
83,वैदिक युग,Vedic period
84,वैदिक संस्कृत,Vedic Sanskrit
85,वैदिक सभ्यता,Vedic period
86,शकुनि,Shakuni
87,शक्ति,Power
88,शस्त्र,Weapon
89,शिक्षा,Education
90,शिव,Shiva
91,शूरसेन,Shurasena
92,श्रीकृष्ण,Krishna
93,श्रीमद्भगवद्गीता,Bhagavad Gita
94,संजय,Characters in the Mahabharata
95,सती,Sati (Hindu goddess)
96,सरस्वती नदी,Sarasvati River
97,सहदेव,Sahadeva
98,सिकंदर,Alexander the Great
99,सूर्य ग्रहण,Solar eclipse
100,हरियाणा,Haryana
101,१३ नवंबर,November 13
102,१५०० ईसा पूर्व,1500s BC (decade)
103,१६ अक्तूबर,October 16
104,१८ फ़रवरी,February 18
105,३१०२ ईसा पूर्व,32nd century BC
106,८०० ईसा पूर्व,800 BC
