,hindi,english
0,भारत,India
1,भारत रत्न,Bharat Ratna
2,महाराष्ट्र,Maharashtra
3,किशोरी आमोनकर,Kishori Amonkar
4,चेन्नई,Chennai
5,तमिल,Tamils
6,पद्म भूषण,Padma Bhushan
7,भारत,India
8,भारत रत्न,Bharat Ratna
9,महात्मा गांधी,Mahatma Gandhi
10,लता मंगेशकर,Lata Mangeshkar
11,संगीत कलानिधि,Sangeetha Kalanidhi
12,संगीत नाटक अकादमी,Sangeet Natak Akademi
13,संयुक्त राष्ट्र,United Nations
14,हिन्दी,Hindi
15,१९१६,1916
16,१९४५,1945
17,१९५४,1954
18,१९९८,1998
19,२००४,2004
20,भारत,India
21,भारत सरकार,Government of India
22,१९५४,1954
23,चेन्नई,Chennai
24,पद्म भूषण,Padma Bhushan
25,पद्म विभूषण,Padma Vibhushan
26,भारत,India
