,hindi,english
0,अनुवाद,Translation
1,अरब,"1,000,000,000"
2,अरबी भाषा,Arabic
3,अरेबियन नाइट्स,One Thousand and One Nights
4,अर्थशास्त्र,Economics
5,आख्यान,Legend
6,उल्लू,Owl
7,कथासरित्सागर,Kathasaritsagara
8,कश्मीर,Kashmir
9,कौआ,Corvus
10,क्षेमेन्द्र,Kshemendra
11,गधा,Donkey
12,गुणाढ्य,Gunadhya
13,चन्द्रगुप्त मौर्य,Chandragupta Maurya
14,चाणक्य,Chanakya
15,नारायण पण्डित,Narayan Pandit
16,नीतिकथा,Fable
17,नेपाली,Nepali
18,पञ्चतन्त्र,Panchatantra
19,पहलवी,Pahlavi
20,पैशाची भाषा,Paishachi
21,बृहत्कथा,Brihatkatha
22,बैल,Ox
23,भास,Bhāsa
24,मगरमच्छ,Crocodilia
25,मनोविज्ञान,Psychology
26,वानर,Vanara
27,विष्णु शर्मा,Vishnu Sharma
28,संस्कृत,Sanskrit
29,सिंहासन बत्तीसी,Singhasan Battisi
30,सोमदेव,Somadeva
31,हितोपदेश,Hitopadesha
32,उत्तर प्रदेश,Uttar Pradesh
33,उत्तर प्रदेश सरकार,Government of Uttar Pradesh
34,कवि,Poet
35,भारत,India
36,भोजपुरी भाषा,Bhojpuri language
37,महात्मा गाँधी काशी विद्यापीठ,Mahatma Gandhi Kashi Vidyapith
38,यश भारती पुरस्कार,Yash Bharti Award
39,ललित निबंध,Lyric essay
40,विद्यानिवास मिश्र,Vidya Niwas Mishra
41,हजारीप्रसाद द्विवेदी,Hazari Prasad Dwivedi
42,हिन्दी,Hindi
43,1941,1941
44,1943,1943
45,1949,1949
46,1973,1973
47,1974,1974
48,1992,1992
49,अंग्रेजी,English language
50,इंटरनेट मूवी डेटाबेस,IMDb
51,उत्तर प्रदेश,Uttar Pradesh
52,उपन्यास,Novel
53,उर्दू,Urdu
54,उर्दू साहित्य,Urdu literature
55,कहानी,Narrative
56,कृष्ण चंदर,Krishan Chander
57,दिल्ली,Delhi
58,फ़हमीदा रियाज़,Fahmida Riaz
59,भारत,India
60,मुंबई,Mumbai
61,राजेन्दर सिंह बेदी,Rajinder Singh Bedi
62,लेखिका,Writer
63,व्यंग्य,Parody
64,सआदत हसन मंटो,Saadat Hasan Manto
65,समलैंगिकता,Homosexuality
66,हिंदी,Hindi
67,हिन्दी,Hindi
