,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,नागौर,Nagaur
2,राजस्थान,Rajasthan
3,शाह जहाँ,Shah Jahan
4,उत्तर प्रदेश,Uttar Pradesh
5,भारत,India
6,उपराष्ट्रपति,Vice President of India
7,जनता पार्टी,Janata Party
8,जयपुर,Jaipur
9,भारत,India
10,भारत के उपराष्ट्रपति,Vice President of India
11,भारत के मुख्यमंत्रियों की सूची,List of current Indian chief ministers
12,भारतीय जनता पार्टी,Bharatiya Janata Party
13,राजस्थान,Rajasthan
14,राजस्थान के मुख्यमंत्री,List of chief ministers of Rajasthan
15,सीकर,Sikar
16,१९२३,1923
17,२३ अक्टूबर,October 23
18,असम,Assam
19,पश्चिम बंगाल,West Bengal
20,बांसवाड़ा,Banswara
21,भारत,India
22,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
23,मुंबई,Mumbai
24,मुख्यमंत्री,Chief minister (India)
25,मेघालय,Meghalaya
26,राजस्थान,Rajasthan
