,hindi,english
0,उद्यमी,Entrepreneur
1,भारत,India
2,भारत सरकार,Government of India
3,शिव नादर,Shiv Nadar
4,२००८,2008
5,इंटरनेट मूवी डेटाबेस,IMDb
6,भारत,India
7,हिन्दी सिनेमा,Bollywood
8,१९३०,1930
9,९ जुलाई,July 9
10,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
11,जिनेवा,Geneva
12,द स्टेटसमैन,The Statesman (India)
13,द हिन्दू,The Hindu
14,पत्रकार,Journalist
15,भारत में किसान आत्महत्या,Farmers' suicides in India
16,मध्य प्रदेश,Madhya Pradesh
17,युनेस्को,UNESCO
18,राजस्थान,Rajasthan
19,विश्व व्यापार संगठन,World Trade Organization
20,संयुक्त राष्ट्र,United Nations
21,आतंकवाद,Terrorism
22,त्रिपुरा,Tripura
23,परमवीर चक्र,Param Vir Chakra
24,भारत,India
25,भारत सरकार,Government of India
26,भारतीय शांति रक्षा सेना,Indian Peace Keeping Force
27,महार रेजिमेंट,Mahar Regiment
28,श्रीलंका,Sri Lanka
