,hindi,english
0,इंदौर,Indore
1,इन्दौर लोक सभा निर्वाचन क्षेत्र,Indore (Lok Sabha constituency)
2,चिपलून,Chiplun
3,देवी अहिल्या विश्वविद्यालय,Devi Ahilya Vishwavidyalaya
4,प्रकाश चंद्र सेठी,Prakash Chandra Sethi
5,भारतीय जनता पार्टी,Bharatiya Janata Party
6,मध्य प्रदेश,Madhya Pradesh
7,महाराष्ट्र,Maharashtra
8,लोक सभा,Lok Sabha
9,लोकसभा,Lok Sabha
10,लोकसभा अध्यक्ष,Speaker of the Lok Sabha
11,सांसद,Member of parliament
12,सोलहवीं लोक सभा,16th Lok Sabha
13,ग्वालियर,Gwalior
14,ग्वालियर रियासत,Gwalior State
15,जीवाजीराव सिंधिया,Jiwajirao Scindia
16,पंद्रहवीं लोकसभा,15th Lok Sabha
17,भारतीय जनता पार्टी,Bharatiya Janata Party
18,मध्य प्रदेश,Madhya Pradesh
19,माधवराव सिंधिया,Madhavrao Scindia
20,सोनिया गांधी,Sonia Gandhi
21,स्टैनफोर्ड विश्वविद्यालय,Pacific-10 Conference
22,हार्वर्ड विश्वविद्यालय,Harvard University
23,पंद्रहवीं लोकसभा,15th Lok Sabha
24,भारत,India
25,भारत सरकार,Government of India
26,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
27,"आदर्श उच्चतर माध्यमिक विद्यालय, भोपाल","Model Higher Secondary School, TT Nagar, Bhopal"
28,कमल नाथ,Kamal Nath
29,जनता पार्टी,Janata Party
30,दर्शनशास्त्र,Philosophy
31,भारतीय जनता पार्टी,Bharatiya Janata Party
32,भारतीय जनता युवा मोर्चा,Bharatiya Janata Yuva Morcha
33,भोपाल,Bhopal
34,मध्य प्रदेश,Madhya Pradesh
35,मध्यप्रदेश,Madhya Pradesh
36,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
37,विधायक,Member of the Legislative Assembly
38,विवाह,Marriage
