,hindi,english
0,कर्णाटक संगीत,Carnatic music
1,कर्णाटक संगीत,Carnatic music
2,1996,1996
3,2008,2008
4,अंग्रेज़ी,English language
5,अमेरिका,United States
6,आंध्रप्रदेश,Andhra Pradesh
7,आर॰ डी॰ बर्मन,R. D. Burman
8,आशा भोसले,Asha Bhosle
9,इंटरनेट मूवी डेटाबेस,IMDb
10,ए. पी. जे. अब्दुल कलाम,A. P. J. Abdul Kalam
11,ओमान,Oman
12,कमल हासन,Kamal Haasan
13,कार्तिक,Kartik (month)
14,कुवैत,Kuwait
15,कॉलीवुड,Tamil cinema
16,गायक,Singer
17,गीतकार,Lyricist
18,गोवा,Goa
19,चेन्नई,Chennai
20,चेरी,Cherry
21,टोरंटो,Toronto
22,ट्रिनिटी कॉलेज,Trinity College Dublin
23,तमिल,Tamils
24,तमिल भाषा,Tamil language
25,तमिलनाडु,Tamil Nadu
26,तेलुगु,Telugu language
27,दास,Das (surname)
28,दुबई,Dubai
29,नंदा,Nanda (actress)
30,नित्यश्री महादेवन,Nithyasree Mahadevan
31,नौशाद,Naushad
32,फ़िल्म निर्देशक,Film director
33,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
34,फ़िल्मफ़ेयर सर्वश्रेष्ठ संगीत निर्देशक पुरस्कार,Filmfare Award for Best Music Director
35,बाला,Bala
36,बैंकॉक,Bangkok
37,बॉलीवुड,Bollywood
38,ब्रिटेन,Britain
39,भारतीय,Indian
40,मलयालम,Malayalam
41,मलयालम भाषा,Malayalam
42,मस्कट,Muscat
43,मां,Mother
44,मीनाक्षी,Meenakshi
45,मुंबई,Mumbai
46,मोहनलाल,Mohanlal
47,रजनीकांत,Rajinikanth
48,राम,Rama
49,रोजर्स सेंटर,Rogers Centre
50,लंदन,London
51,लता मंगेशकर,Lata Mangeshkar
52,लोकसंगीत,Contemporary folk music
53,वसंत,Spring (season)
54,विष्णुवर्धन,Vishnuvardhana
55,वीडियो,Video
56,संगीत निर्देशक,Music director
57,संयुक्त अरब अमीरात,United Arab Emirates
58,सिद्धार्थ,Siddhartha
59,हिन्दी,Hindi
60,हिप हॉप,Hip hop music
61,इंटरनेट मूवी डेटाबेस,IMDb
62,कमल हासन,Kamal Haasan
63,चेन्नई,Chennai
64,तेलगु,Telugu language
65,दबंग,Dabangg
66,बॉलीवुड,Bollywood
67,संगीत रचयिता,Composer
68,सारिका,Sarika
