,hindi,english
0,अनुराधा पौडवाल,Anuradha Paudwal
1,अभिनेता,Actor
2,अमृतसर,Amritsar
3,इंटरनेट मूवी डेटाबेस,IMDb
4,क्वेटा,Quetta
5,ज़ी टीवी,Zee TV
6,पाकिस्तान,Pakistan
7,हिन्दी,Hindi
8,हिन्दू,Hindus
9,हैदराबाद,Hyderabad
10,अभिनेता,Actor
11,हिन्दी,Hindi
12,अभिनेता,Actor
13,इंटरनेट मूवी डेटाबेस,IMDb
14,एक फूल दो माली,Ek Phool Do Mali
15,गरम हवा,Garm Hava
16,चरित्र अभिनेता,Character actor
17,दो बीघा ज़मीन,Do Bigha Zamin
18,परीक्षित साहनी,Parikshit Sahni
19,भारत,India
20,भीष्म साहनी,Bhisham Sahni
21,रावलपिंडी,Rawalpindi
22,हिन्दी,Hindi
23,अंबाला,Ambala
24,अमृतसर,Amritsar
25,दिल्ली विश्वविद्यालय,University of Delhi
26,पंजाब विश्वविद्यालय,Panjab University
27,पद्मभूषण,Padma Bhushan
28,पाकिस्तान,Pakistan
29,प्रेमचंद,Premchand
30,बलराज साहनी,Balraj Sahni
31,भारत,India
32,भारतीय जन नाट्य संघ,Indian People's Theatre Association
33,मास्को,Moscow
34,रावलपिंडी,Rawalpindi
35,लाहौर,Lahore
36,साहित्य अकादमी,Sahitya Akademi
37,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
38,हिन्दी,Hindi
39,११ जुलाई,July 11
40,१९१५,1915
41,१९३७,1937
42,१९५७,1957
43,१९५८,1958
44,१९६३,1963
45,१९६५,1965
46,१९६७,1967
47,१९७५,1975
48,१९८०,1980
49,१९९३,1993
50,१९९८,1998
51,२००३,2003
52,८ अगस्त,August 8
