,hindi,english
0,कर्नाटक क्रिकेट टीम,Karnataka cricket team
1,स्टुअर्ट बिन्नी,Stuart Binny
2,कर्नाटक,Karnataka
3,क्रिकेट,Cricket
4,भारत,India
5,भारतीय,Indian
6,रणजी ट्रॉफी,Ranji Trophy
7,रोजर बिन्नी,Roger Binny
8,इंग्लैंड क्रिकेट टीम,England cricket team
9,टेस्ट क्रिकेट,Test cricket
10,भारतीय क्रिकेट टीम,India national cricket team
11,मैसूर,Mysore
12,2007 क्रिकेट विश्व कप,2007 Cricket World Cup
13,अनिल कुंबले,Anil Kumble
14,अय्यर,Iyer
15,आईसीसी प्लेयर ऑफ़ द ईयर,Sir Garfield Sobers Trophy
16,इंडियन प्रीमियर लीग,Indian Premier League
17,इंदौर,Indore
18,ईडन गार्डन,Eden Gardens
19,एक दिवसीय अंतरराष्ट्रीय,One Day International
20,एक दिवसीय अंतर्राष्ट्रीय,One Day International
21,एडम गिलक्रिस्ट,Adam Gilchrist
22,कपिल देव,Kapil Dev
23,कर्नाटक,Karnataka
24,कोलकाता,Kolkata
25,क्रिकेट विश्व कप,Cricket World Cup
26,गुंडप्पा विश्वनाथ,Gundappa Viswanath
27,गौतम गंभीर,Gautam Gambhir
28,ग्रेग चैपल,Greg Chappell
29,चिन्नास्वामी स्टेडियम,M. Chinnaswamy Stadium
30,चेन्नई,Chennai
31,जवागल श्रीनाथ,Javagal Srinath
32,टेस्ट क्रिकेट,Test cricket
33,दिल्ली,Delhi
34,नवजोत सिंह सिद्धू,Navjot Singh Sidhu
35,नागपुर,Nagpur
36,नागरिक,Citizenship
37,पद्म श्री,Padma Shri
38,पाकिस्तान,Pakistan
39,पार्थिव पटेल,Parthiv Patel
40,पुणे,Pune
41,पेप्सी,Pepsi
42,बृजेश पटेल,Brijesh Patel
43,बेसिन रिजर्व,Basin Reserve
44,बैंक ऑफ बड़ौदा,Bank of Baroda
45,भारत,India
46,भारतीय क्रिकेट टीम,India national cricket team
47,भारतीय प्रीमियर लीग,Indian Premier League
48,मध्य प्रदेश,Madhya Pradesh
49,मराठा,Maratha (caste)
50,मराठी,Marathi language
51,महेंद्र सिंह धोनी,MS Dhoni
52,मुंबई,Mumbai
53,युवराज सिंह,Yuvraj Singh
54,रणजी ट्रॉफी,Ranji Trophy
55,रवि शास्त्री,Ravi Shastri
56,राजस्थान रॉयल्स,Rajasthan Royals
57,रावलपिंडी,Rawalpindi
58,राहुल द्रविड़ के अन्तरराष्ट्रीय क्रिकेट शतकों की सूची,List of international cricket centuries by Rahul Dravid
59,रिबॉक,Reebok
60,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
61,रोजर बिन्नी,Roger Binny
62,विजय हजारे,Vijay Hazare
63,विनोद काम्बली,Vinod Kambli
64,वीरेंद्र सहवाग,Virender Sehwag
65,वेलिंग्टन,Wellington
66,वेस्ट इंडीज,West Indies Federation
67,संजय मांजरेकर,Sanjay Manjrekar
68,सचिन तेंडुलकर,Sachin Tendulkar
69,सचिन तेंदुलकर,Sachin Tendulkar
70,सबीना पार्क,Sabina Park
71,सर्जन,Surgeon
72,सिंगापुर,Singapore
73,सुनील गावस्कर,Sunil Gavaskar
74,सौरव गांगुली,Sourav Ganguly
75,हेडिंग्ले स्टेडियम,Headingley Stadium
