,hindi,english
0,दिल्ली,Delhi
1,नाटक,Drama
2,भारत,India
3,भारत सरकार,Government of India
4,मैसूर,Mysore
5,राष्ट्रपति,President (government title)
6,ललित कला अकादमी,Lalit Kala Akademi
7,संगीत,Music
8,एशियाई खेल,Asian Games
9,ओलम्पिक खेल,Olympic Games
10,कौरव,Kaurava
11,क्रिकेट,Cricket
12,खेल,Sport
13,द्रोणाचार्य,Drona
14,भारत,India
15,महाभारत,Mahabharata
16,ध्यानचंद सिंह,Dhyan Chand
17,भारत,India
18,हॉकी,Hockey
19,अभियांत्रिकी,Engineering
20,गणित,Mathematics
21,चिकित्सा,Therapy
22,जीव विज्ञान,Biology
23,भारत,India
24,भौतिकी,Physics
25,रासायनिकी,Chemistry
26,वैज्ञानिक एवं औद्योगिक अनुसंधान परिषद,Council of Scientific and Industrial Research
27,शांति स्वरूप भटनागर,Shanti Swaroop Bhatnagar
28,सी एस आई आर,Council of Scientific and Industrial Research
