,hindi,english
0,महावीर चक्र,Maha Vir Chakra
1,पाकिस्तान,Pakistan
2,भारत,India
3,भारतीय वायुसेना,Indian Air Force
4,महावीर चक्र,Maha Vir Chakra
5,भारत,India
6,महावीर चक्र,Maha Vir Chakra
7,सिख रेजिमेंट,Sikh Regiment
8,ओटावा,Ottawa
9,कुमाऊं रेजिमेंट,Kumaon Regiment
10,चुशूल,Chushul
11,जनरल,General officer
12,तापेश्वर नारायण रैना,Tapishwar Narain Raina
13,पद्म भूषण,Padma Bhushan
14,पश्चिम बंगाल,West Bengal
15,भारत,India
16,भारत के थलसेनाध्यक्ष,Chief of the Army Staff (India)
17,महावीर चक्र,Maha Vir Chakra
18,लुधियाना,Ludhiana
19,१९७१ का भारत-पाक युद्ध,Indo-Pakistani War of 1971
