,hindi,english
0,गुरुग्राम,Gurgaon
1,पीलिया,Jaundice
2,बीकानेर,Bikaner
3,भारत,India
4,राजस्थान,Rajasthan
5,अनु मलिक,Anu Malik
6,अलका याज्ञिक,Alka Yagnik
7,इंटरनेट मूवी डेटाबेस,IMDb
8,इस्माइल दरबार,Ismail Darbar
9,कविता कृष्णमूर्ति,Kavita Krishnamurti
10,कस्तूरी,Musk
11,कोटा,"Kota, Rajasthan"
12,गुरु,Guru
13,जब तक है जान,Jab Tak Hai Jaan
14,जब वी मेट,Jab We Met
15,ज़ी टीवी,Zee TV
16,जिस्म,Jism (2003 film)
17,तमिल,Tamils
18,धूम,Dhoom
19,नदीम-श्रवण,Nadeem–Shravan
20,पंजाबी,Punjabi
21,पहेली,Puzzle
22,प्रीतम,Pritam
23,ब्लू,Blue (2009 film)
24,भाभा परमाणु अनुसंधान केन्द्र,Bhabha Atomic Research Centre
25,रब ने बना दी जोड़ी,Rab Ne Bana Di Jodi
26,राजस्थान,Rajasthan
27,रावतभाटा,Rawatbhata
28,विशाल-शेखर,Vishal–Shekhar
29,संजय लीला भंसाली,Sanjay Leela Bhansali
30,साधना सरगम,Sadhana Sargam
31,सुनिधि चौहान,Sunidhi Chauhan
32,सोनू निगम,Sonu Nigam
33,हिमेश रेशमिया,Himesh Reshammiya
34,गायक,Singer
35,पद्म श्री,Padma Shri
36,पद्मश्री पुरस्कार (२०१०–२०१९),List of Padma Shri award recipients (2010–2019)
37,भारत,India
38,भारतीय,Indian
39,उदयपुर,Udaipur
40,ध्रुपद,Dhrupad
41,पद्म श्री,Padma Shri
42,भारतीय,Indian
43,संगीत नाटक अकादमी पुरस्कार,Sangeet Natak Akademi
