,hindi,english
0,कीर्ति चक्र,Kirti Chakra
1,परमवीर चक्र,Param Vir Chakra
2,भारत,India
3,महावीर चक्र,Maha Vir Chakra
4,शौर्य चक्र,Shaurya Chakra
5,परमवीर चक्र,Param Vir Chakra
6,भारत,India
7,महावीर चक्र,Maha Vir Chakra
8,वीर चक्र,Vir Chakra
9,शौर्य चक्र,Shaurya Chakra
10,कीर्ति चक्र,Kirti Chakra
11,परमवीर चक्र,Param Vir Chakra
12,भारत,India
13,महावीर चक्र,Maha Vir Chakra
14,वीर चक्र,Vir Chakra
15,नौ सेना पदक,Nau Sena Medal
16,भारत,India
17,भारत सरकार,Government of India
18,वायु सेना पदक,Vayu Sena Medal
19,सेना पदक,Sena Medal
