,hindi,english
0,1973,1973
1,अभिनेता,Actor
2,जय जवान जय किसान,Jai Jawan Jai Kisan
3,पत्थर के सनम,Patthar Ke Sanam
4,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
5,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
6,फिल्म,Film
7,फिल्म निर्माता,Filmmaking
8,भगत सिंह,Bhagat Singh
9,भारतीय सिनेमा,Cinema of India
10,मनोज कुमार,Manoj Kumar
11,रोटी कपड़ा और मकान,Roti Kapda Aur Makaan
12,लाल बहादुर शास्त्री,Lal Bahadur Shastri
13,वो कौन थी,Woh Kaun Thi?
14,हरियाली और रास्ता,Hariyali Aur Rasta
15,हिन्दी,Hindi
16,हिन्दी सिनेमा,Bollywood
17,हिमालय की गोद में,Himalay Ki God Mein
18,ईक्वाडोर,Ecuador
19,भारत,India
20,भारतीय,Indian
21,2011,2011
22,अर्जुन पुरस्कार,Arjuna Award
23,इमरान ख़ान,Imran Khan
24,क्रिकेट,Cricket
25,ग्लेन मैकग्रा,Glenn McGrath
26,जाट,Jat people
27,जेम्स एंडरसन,James Anderson (cricketer)
28,टेस्ट क्रिकेट,Test cricket
29,दिल्ली,Delhi
30,पाकिस्तान,Pakistan
31,ब्रायन लारा,Brian Lara
32,भारत,India
33,भारत सरकार,Government of India
34,भारतीय,Indian
35,महेंद्र सिंह धोनी,MS Dhoni
36,राहुल द्रविड़,Rahul Dravid
37,विकेट,Wicket
38,वीरेंद्र सहवाग,Virender Sehwag
39,श्रीलंका,Sri Lanka
40,सचिन तेंदुलकर,Sachin Tendulkar
41,हरियाणा,Haryana
42,झज्जर,Jhajjar
43,भारत,India
44,हरियाणा,Haryana
45,हरियाणा के जिले,List of districts of Haryana
