,hindi,english
0,1857 की क्रांति,Indian Rebellion of 1857
1,अमरोहा,Amroha
2,उत्तर प्रदेश,Uttar Pradesh
3,दिल्ली-एनसीआर,National Capital Region (India)
4,भारत,India
5,मुजफ्फरनगर,Muzaffarnagar
6,लोकसभा,Lok Sabha
7,हापुड़ ज़िला,Hapur district
8,हापुड़ ज़िले,Hapur district
9,नैनीताल,Nainital
10,पाकिस्तान,Pakistan
11,इंस्टाग्राम,Instagram
12,ट्विटर,Twitter
13,दिल्ली,Delhi
14,देवोलीना भट्टाचार्य,Devoleena Bhattacharjee
15,फेमिना मिस इंडिया,Femina Miss India
16,फेसबुक,Facebook
17,भारत,India
18,भारतीय,Indian
19,रक्षा अनुसंधान एवं विकास संगठन,Defence Research and Development Organisation
20,राष्ट्रीय नाट्य विद्यालय,National School of Drama
21,विश्व सुन्दरी,Miss World
22,सना दुआ,Sana Dua
23,हरियाणा,Haryana
24,हैदराबाद,Hyderabad
25,अभिनेता,Actor
26,हरियाणवी सिनेमा,Haryanvi cinema
27,हरियाणा,Haryana
