,hindi,english
0,अलाउद्दीन खिलजी,Alauddin Khalji
1,कृष्णा कुमारी,Krishna Kumari (princess)
2,गौरीशंकर हीराचंद ओझा,Gaurishankar Hirachand Ojha
3,चित्तौड़गढ़,Chittorgarh
4,जौहर,Jauhar
5,पद्मावत,Padmavat
6,पद्मावती,Rani Padmini
7,मस्तानी,Mastani
8,रत्नसिंह,Ratnasimha
9,राजपूत,Rajput
10,रानी कर्णवती,Rani Karnavati
11,स्वर्ग,Svarga
12,आंग्ल-भारतीय समुदाय,Anglo-Indian
13,उत्तर प्रदेश,Uttar Pradesh
14,कर्नाटक,Karnataka
15,केरल,Kerala
16,प्रथम लोक सभा,1st Lok Sabha
17,बिहार,Bihar
18,भारत,India
19,भारत सरकार,Government of India
20,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
21,भारतीय संसद,Parliament of India
22,राज्य सभा,Rajya Sabha
23,राज्यसभा,Rajya Sabha
24,लोकसभा,Lok Sabha
25,लोकसभा अध्यक्ष,Speaker of the Lok Sabha
26,लोकसभा के उपाध्यक्ष,Deputy Speaker of the Lok Sabha
27,संगीत नाटक अकादमी,Sangeet Natak Akademi
28,हिमाचल प्रदेश,Himachal Pradesh
29,नई दिल्ली,New Delhi
30,सोभा सिंह (चित्रकार),Sobha Singh (painter)
31,सोभा सिंह (निर्माता),Sobha Singh (builder)
