,hindi,english
0,ईमेल,Email
1,उद्यमी,Entrepreneur
2,केबल टीवी,Cable television
3,भारत,India
4,मलेशिया,Malaysia
5,सिंधी,Sindhi
6,भारत,India
7,२००८,2008
8,अमेरिकी,Americans
9,भारत,India
10,भौतिक विज्ञानी,Physicist
11,अंतरिक्ष यात्री,Astronaut
12,अंतरिक्ष यान,Spacecraft
13,एडगर मिशेल,Edgar Mitchell
14,एम्स अनुसंधान केंद्र,Ames Research Center
15,करनाल,Karnal
16,कर्नाटक,Karnataka
17,कल्पना,Imagination
18,कल्पना-1,Kalpana-1
19,कुरुक्षेत्र,Kurukshetra
20,कोलंबिया अन्तरिक्ष यान आपदा,Space Shuttle Columbia disaster
21,कोलोराडो विश्वविद्यालय,University of Colorado Boulder
22,चंडीगढ़,Chandigarh
23,ज्योतिसर,Jyotisar
24,टेक्सास,Texas
25,डीप पर्पल,Deep Purple
26,नासा,NASA
27,नासा अंतरिक्ष उड़ान पदक,NASA Space Flight Medal
28,नील आर्मस्ट्रांग,Neil Armstrong
29,न्यूयॉर्क शहर,New York City
30,पंजाब इंजिनियरिंग कॉलेज,Punjab Engineering College
31,राकेश शर्मा,Rakesh Sharma
32,वैज्ञानिक,Scientist
33,वैमानिक अभियान्त्रिकी,Aerospace engineering
34,स्कॉट केली,Scott Kelly (astronaut)
35,हरियाणा,Haryana
