,hindi,english
0,अभियन्ता,Engineer
1,पद्म भूषण,Padma Bhushan
2,पद्म विभूषण,Padma Vibhushan
3,भाभा परमाणु अनुसंधान केन्द्र,Bhabha Atomic Research Centre
4,भारत,India
5,भौतिक विज्ञानी,Physicist
6,१९९९,1999
7,ग्वालियर,Gwalior
8,झांसी,Jhansi
9,दैनिक भास्कर,Dainik Bhaskar
10,अंतरराष्ट्रीय श्रम संघ,International Labour Organization
11,ट्विटर,Twitter
12,नई दिल्ली,New Delhi
13,नोबेल पुरस्कार,Nobel Prize
14,नोबेल शांति पुरस्कार,Nobel Peace Prize
15,पाकिस्तान,Pakistan
16,बचपन बचाओ आन्दोलन,Bachpan Bachao Andolan
17,बाल-श्रम,Child labour
18,बाल अधिकार,Children's rights
19,भारत,India
20,भारतीय,Indian
21,मध्य प्रदेश,Madhya Pradesh
22,मलाला युसुफ़ज़ई,Malala Yousafzai
23,विदिशा,Vidisha
24,ओलंपिक,Olympic Games
25,कांस्य पदक,Bronze medal
26,मध्य प्रदेश,Madhya Pradesh
