,hindi,english
0,कोलकाता,Kolkata
1,पश्चिम बंगाल,West Bengal
2,भारत,India
3,भारतीय,Indian
4,बिहार,Bihar
5,भारत,India
6,१० फ़रवरी,February 10
7,१९ सितम्बर,September 19
8,१९४८,1948
9,२००२,2002
10,कोलकाता,Kolkata
11,छपरा,Chhapra
12,दैनिक भास्कर,Dainik Bhaskar
13,नासा,NASA
14,नेतरहाट विद्यालय,Netarhat Residential School
15,पटना,Patna
16,बिहार,Bihar
17,भारत,India
18,भारतीय,Indian
19,भारतीय गणित,Indian mathematics
20,भारतीय प्रौद्योगिकी संस्थान कानपुर,Indian Institute of Technology Kanpur
21,भोजपुर,Bhojpur
22,मनोविदलता,Schizophrenia
23,मानव,Human
24,राँची,Ranchi
25,राष्ट्रीय मानसिक जाँच एवं तंत्रिका विज्ञान संस्थान,National Institute of Mental Health and Neurosciences
26,एक दिवसीय अंतर्राष्ट्रीय,One Day International
27,भारत,India
28,हाजीपुर,Hajipur
