,hindi,english
0,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
1,कश्मीरी भाषा,Kashmiri language
2,कश्मीरी साहित्य,Literature of Kashmir
3,कश्मीर,Kashmir
4,कश्मीरी साहित्य,Literature of Kashmir
5,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
6,उपन्यास,Novel
7,जम्मू,Jammu Division
8,जम्मू और कश्मीर,Jammu and Kashmir (state)
9,डोगरी भाषा,Dogri language
10,दिल्ली,Delhi
11,पद्म श्री,Padma Shri
12,भारत,India
13,संस्कृत,Sanskrit
14,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
15,हिन्दी,Hindi
16,कश्मीर,Kashmir
