,hindi,english
0,कोल्हापुर,Kolhapur
1,आंग्ल-मराठा युद्ध,Anglo-Maratha Wars
2,गोहद,Gohad
3,ग्वालियर,Gwalior
4,जयपुर,Jaipur
5,तुकोजी होल्कर,Tukoji Rao Holkar
6,दिल्ली,Delhi
7,नर्मदा,Narmada River
8,पूना,Pune
9,पेशवा,Peshwa
10,मराठा साम्राज्य,Maratha Empire
11,रघुनाथराव,Raghunathrao
12,लाखेरी,Lakheri
13,शाह आलम,Shah Alam
14,सतलज,Sutlej
15,सालबाई की संधि,Treaty of Salbai
16,सिंधिया,Scindia
17,इन्दौर,Indore
18,मराठा साम्राज्य,Maratha Empire
19,मालवा,Malwa
20,होलकर,Holkar
21,पद्मभूषण,Padma Bhushan
22,पद्मश्री,Padma Shri
23,परम (सुपरकम्प्यूटर),PARAM
24,पुणे,Pune
25,भारत,India
26,भारत सरकार,Government of India
27,महाराष्ट्र,Maharashtra
28,सुपरकम्प्यूटर,Supercomputer
