,hindi,english
0,इस्लाम,Islam
1,कबीर पंथ,Kabir panth
2,पंजाबी,Punjabi
3,भारतीय,Indian
4,राजस्थानी,Rajasthani
5,संत,Hindu saints
6,हिंदी साहित्य,Hindi literature
7,हिन्दू धर्म,Hinduism
8,अकबर,Akbar
9,अजमेर शरीफ,Ajmer Sharif Dargah
10,अमीर खुसरो,Amir Khusrau
11,अली इब्न अबी तालिब,Ali
12,इस्लाम,Islam
13,उत्तरप्रदेश,Uttar Pradesh
14,औलिया,Wali
15,दिल्ली,Delhi
16,निज़ामुद्दीन औलिया,Nizamuddin Auliya
17,पाकपट्टन,Pakpattan
18,पैगंबर,Prophet
19,बदायूँ,Budaun
20,बाबा फरीद,Fariduddin Ganjshakar
21,मुगल सम्राट,Mughal emperors
22,मुहम्मद,Muhammad
23,मौइनुद्दीन चिश्ती,Moinuddin Chishti
24,शव्वाल,Shawwal
25,हज़रत,Hadrat
26,हसन अल-बसरी,Hasan al-Basri
27,हिजरी,Islamic calendar
28,१२३८,1238
29,१३२५,1325
30,क्रिया योग,Kriya Yoga
31,गोरखपुर,Gorakhpur
32,नागपुर,Nagpur
33,बंगाल,Bengal
34,योगी कथामृत,Autobiography of a Yogi
35,रेल,Railroad
36,चिश्तिया तरीक़ा,Chishti Order
37,भारत,India
38,मुग़ल साम्राज्य,Mughal Empire
