,hindi,english
0,असम,Assam
1,असम क्रिकेट टीम,Assam cricket team
2,क्रिकेट,Cricket
3,प्रथम श्रेणी क्रिकेट,First-class cricket
4,भारतीय,Indian
5,राजस्थान रॉयल्स,Rajasthan Royals
6,२०१९ इंडियन प्रीमियर लीग,2019 Indian Premier League
7,असम,Assam
8,असम कृषि विश्वविद्यालय,Assam Agricultural University
9,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
10,पद्म श्री,Padma Shri
11,ब्रह्मपुत्र नदी,Brahmaputra River
12,भारत,India
13,माजुली द्वीप,Majuli
14,अभियन्ता,Engineer
15,अमरीका,United States
16,असम,Assam
17,अहमदाबाद,Ahmedabad
18,चाय,Tea
19,चेन्नई,Chennai
20,जुलाई,July
21,नासा,NASA
22,पेटेन्ट,Patent
23,स्कूल,School
24,२०१२,2012
