,hindi,english
0,गुजरात,Gujarat
1,भारत,India
2,भारतीय जनता पार्टी,Bharatiya Janata Party
3,राजनेता,Politician
4,राज्यपाल,Governor
5,अमरेली,Amreli
6,अरब सागर,Arabian Sea
7,अरबी,Arab (disambiguation)
8,अशोक,Ashoka
9,अहमदाबाद,Ahmedabad
10,इस्लाम,Islam
11,उच्च न्यायालय,High Court
12,उज्जैन,Ujjain
13,कपास,Cotton
14,काठियावाड़,Kathiawar
15,कृष्ण,Krishna
16,कोली,Koli people
17,खंभात,Khambhat
18,खेड़ा,Kheda
19,गाँधीनगर,Gandhinagar
20,गांधीनगर,Gandhinagar
21,गिरनार,Girnar
22,गुजरात का इतिहास,History of Gujarat
23,गुजरात के जिले,List of districts of Gujarat
24,गुजरात के लोकसभा सदस्य,List of members of the 15th Lok Sabha
25,गुजरात ज़िला,Gujrat District
26,गुजरात सरकार,Government of Gujarat
27,गुजराती भाषा,Gujarati language
28,चालुक्य राजवंश,Chalukya dynasty
29,जामनगर,Jamnagar
30,जूनागढ,Junagadh
31,जूनागढ़,Junagadh
32,जैन धर्म,Jainism
33,तम्बाकू,Tobacco
34,तुर्की,Turkey
35,दयानन्द सरस्वती,Dayananda Saraswati
36,दिल्ली,Delhi
37,द्वारका,Dwarka
38,द्वारिका,Dwarka
39,धोलावीरा,Dholavira
40,धौलावीर,Dholavira
41,नर्मदा,Narmada River
42,नवसारी,Navsari
43,पाकिस्तान,Pakistan
44,पाकिस्तानी,Pakistanis
45,पाटन,"Lalitpur, Nepal"
46,पारसी धर्म,Zoroastrianism
47,पालनपुर,Palanpur
48,पोरबन्दर,Porbandar
49,फ़ारस,History of Iran
50,बंजारा,Nomad
51,बहरीन,Bahrain
52,बाँस,Bamboo
53,भारत,India
54,भावनगर,Bhavnagar
55,भील,Bhil people
56,भुज,Bhuj
57,मथुरा,Mathura
58,मध्य प्रदेश,Madhya Pradesh
59,मलेरिया,Malaria
60,महमूद गजनवी,Mahmud of Ghazni
61,महात्मा गाँधी,Mahatma Gandhi
62,महात्मा गांधी,Mahatma Gandhi
63,महाराष्ट्र,Maharashtra
64,महीसागर,Mahisagar
65,महेसाणा,Mehsana
66,मिस्र,Egypt
67,मुख्यमंत्री,Chief minister (India)
68,मुगल साम्राज्य,Mughal Empire
69,मुम्बई,Mumbai
70,मूँगफली,Peanut
71,मोधेरा,Modhera
72,राजकोट,Rajkot
73,राजधानी,Capital city
74,राजस्थान,Rajasthan
75,राज्य,State (polity)
76,राज्यपाल,Governor
77,लोथल,Lothal
78,वड़ोदरा,Vadodara
79,वडोदरा,Vadodara
80,वलसाड,Valsad
81,वाल्मीकि,Valmiki
82,संस्कृति,Culture
83,सरदार पटेल,Vallabhbhai Patel
84,सातवाहन,Satavahana dynasty
85,सिंध,Sindh
86,सिंधु घाटी सभ्यता,Indus Valley Civilisation
87,सुमेर,Sumer
88,सूरत,Surat
89,सोमनाथ,Somnath temple
90,सौराष्ट्र,Saurashtra (region)
91,हिन्दी,Hindi
92,हिन्दू धर्म,Hinduism
93,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
94,उत्तर प्रदेश,Uttar Pradesh
95,गाँव,Village
96,गोवा,Goa
97,ग्राम,Gram
98,दीनदयाल उपाध्याय,Deendayal Upadhyaya
99,नोएडा,Noida
100,पत्रिका,Magazine
101,बिहार,Bihar
102,भारत,India
103,भारतीय जनता पार्टी,Bharatiya Janata Party
104,मनोविज्ञान,Psychology
105,मुजफ्फरपुर,Muzaffarpur
106,राम,Rama
107,हिन्दी,Hindi
108,हिन्दू पंचांग,Hindu calendar
109,२००६,2006
110,अनुग्रह नारायण सिंह,Anugrah Narayan Sinha
111,"औरंगाबाद, बिहार","Aurangabad, Bihar"
112,केरल,Kerala
113,दिल्ली,Delhi
114,पुलिस,Police
115,प्रणब मुखर्जी,Pranab Mukherjee
116,बिहार,Bihar
117,भारत के राष्ट्रपति,President of India
118,भारत तिब्बत सीमा पुलिस,Indo-Tibetan Border Police
119,भारत सरकार,Government of India
120,भारतीय पुलिस सेवा,Indian Police Service
121,वैशाली जिला,Vaishali district
122,सांसद,Member of parliament
123,सीमा सुरक्षा बल,Border Security Force
