,hindi,english
0,असम,Assam
1,उत्तर प्रदेश,Uttar Pradesh
2,कलकत्ता विश्वविद्यालय,University of Calcutta
3,दिल्ली,Delhi
4,भारत,India
5,भारतीय,Indian
6,भारतीय ज्ञानपीठ,Bharatiya Jnanpith
7,मूर्तिदेवी पुरस्कार,Moortidevi Award
8,ललित निबंध,Lyric essay
9,वाराणसी,Varanasi
10,विद्यानिवास मिश्र,Vidya Niwas Mishra
11,हजारीप्रसाद द्विवेदी,Hazari Prasad Dwivedi
12,हिन्दी,Hindi
13,अमृत लाल नागर,Amritlal Nagar
14,आकाशवाणी,All India Radio
15,आगरा,Agra
16,उत्तर प्रदेश,Uttar Pradesh
17,पद्म भूषण,Padma Bhushan
18,प्रेमचंद,Premchand
19,भारत,India
20,भारत सरकार,Government of India
21,लखनऊ,Lucknow
22,हिंदी साहित्य,Hindi literature
23,हिन्दी,Hindi
24,१९८१,1981
25,अयोध्या सिंह उपाध्याय हरिऔध(बाल साहित्यकार),Ayodhya Prasad Upadhyay
26,उत्तर प्रदेश,Uttar Pradesh
27,बाल साहित्य,Children's literature
28,महाकाव्य,Mahakavya
29,विवाह,Marriage
30,हिन्दी,Hindi
31,१९४७,1947
32,आलोचना,Criticism
33,उत्तर प्रदेश,Uttar Pradesh
34,कबीर,Kabir
35,कृष्ण,Krishna
36,छतरपुर,Chhatarpur
37,निबन्ध,Essay
38,हिन्दी,Hindi
39,१३ अप्रैल,April 13
40,१७ जनवरी,January 17
41,१८८८,1888
42,१९६३,1963
