,hindi,english
0,अंतरिक्षम 9000 किमी पर ऑवर,Antariksham 9000 KMPH
1,इंटरनेट मूवी डेटाबेस,IMDb
2,तेलंगाना,Telangana
3,फ़िल्म,Film
4,भारत,India
5,भारतीय,Indian
6,शास्त्रीय नृत्य,Indian classical dance
7,हैदराबाद,Hyderabad
8,तेलुगू भाषा,Telugu language
9,कला,Art
10,पद्म भूषण,Padma Bhushan
11,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
12,फ़िल्मफ़ेयर सर्वश्रेष्ठ निर्देशक पुरस्कार,Filmfare Award for Best Director
13,भारत,India
14,भारत सरकार,Government of India
15,महाराष्ट्र,Maharashtra
16,१९९१,1991
17,अभिनेता,Actor
18,इंटरनेट मूवी डेटाबेस,IMDb
19,ट्विटर,Twitter
20,तेलंगाना,Telangana
21,निजामाबाद,"Nizamabad, Telangana"
22,फेसबुक,Facebook
23,भारत,India
