,hindi,english
0,कामरूप,Kamarupa
1,कुमार भास्कर वर्मा संस्कृत एवं पुरातन अध्ययन विश्वविद्यालय,Kumar Bhaskar Varma Sanskrit and Ancient Studies University
2,बांग्लादेश,Bangladesh
3,बिहार,Bihar
4,बौद्ध धर्म,Buddhism
5,शशांक,Shashanka
6,हर्षवर्धन,Harsha
7,असम,Assam
8,जमीयत उलेमा-ए-हिन्द,Jamiat Ulema-e-Hind
9,फेसबुक,Facebook
10,भारत,India
11,सत्रहवीं लोक सभा,17th Lok Sabha
12,असम,Assam
13,इन्दिरा गांधी,Indira Gandhi
14,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
15,असम,Assam
16,असम आन्दोलन,Assam Movement
17,असम गण परिषद,Asom Gana Parishad
18,भारत,India
