,hindi,english
0,अखिल भारतीय किसान सभा,All India Kisan Sabha
1,उत्तर प्रदेश,Uttar Pradesh
2,कांग्रेस,Congress
3,पटना,Patna
4,बलिया,Ballia
5,बिहटा,Bihta
6,बिहार,Bihar
7,भारत,India
8,महाशिवरात्रि,Maha Shivaratri
9,मुजफ्फरपुर,Muzaffarpur
10,श्रीकृष्ण सिंह,Shri Krishna Singh (politician)
11,समस्तीपुर,Samastipur
12,केरल,Kerala
13,बिहार,Bihar
14,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
15,महात्मा गांधी,Mahatma Gandhi
16,मुजफ्फरपुर,Muzaffarpur
17,राम दुलारी सिन्हा,Ram Dulari Sinha
18,शिवहर लोक सभा निर्वाचन क्षेत्र,Sheohar (Lok Sabha constituency)
19,एशिया,Asia
20,औरंगाबाद,Aurangabad (disambiguation)
21,जगन्नाथ मिश्र,Jagannath Mishra
22,जनता पार्टी,Janata Party
23,निखिल कुमार,Nikhil Kumar
24,नितीश कुमार,Nitish Kumar
25,पटना तारामंडल,Patna Planetarium
26,प्रभु चावला,Prabhu Chawla
27,बिनोदानंद झा,Binodanand Jha
28,बिहार,Bihar
29,बिहार के मुख्यमंत्री,List of chief ministers of Bihar
30,भारत,India
31,भारतीय,Indian
32,मंत्री,Minister (government)
33,मनमोहन सिंह,Manmohan Singh
34,मीरा कुमार,Meira Kumar
35,रघुवंश प्रसाद सिंह,Raghuvansh Prasad Singh
36,राजनीति,Politics
37,राम नाथ कोविन्द,Ram Nath Kovind
38,लालू प्रसाद यादव,Lalu Prasad Yadav
39,विश्वविद्यालय,University
40,शिक्षा,Education
41,शीला दीक्षित,Sheila Dikshit
42,संयुक्त राष्ट्र,United Nations
43,सांसद,Member of parliament
44,सुशील कुमार मोदी,Sushil Kumar Modi
45,सोनिया गांधी,Sonia Gandhi
46,केरल,Kerala
47,बिहार,Bihar
48,बिहार विधान सभा,Bihar Legislative Assembly
49,बिहार सरकार,Government of Bihar
50,राज्यपाल,Governor
51,शिवहर लोक सभा निर्वाचन क्षेत्र,Sheohar (Lok Sabha constituency)
