,hindi,english
0,अर्जुन पुरस्कार,Arjuna Award
1,इतिहास,History
2,डूंगरपुर,Dungarpur
3,दिल्ली,Delhi
4,नई दिल्ली,New Delhi
5,बीकानेर,Bikaner
6,भारत,India
7,भाषा,Language
8,महाराजा,Maharaja
9,राजकुमार,Rajkumar
10,राजनीति,Politics
11,राजनीति विज्ञान,Political science
12,सांसद,Member of parliament
13,2016 ग्रीष्मकालीन पैरालंपिक खेल,2016 Summer Paralympics
14,कबड्डी,Kabaddi
15,खिलाड़ी,Player (game)
16,चुरू,Churu
17,जाट,Jat people
18,दक्षिण कोरिया,South Korea
19,द्रोणाचार्य पुरस्कार,Dronacharya Award
20,फ्रांस,France
21,भारत,India
22,भारतीय,Indian
23,भारतीय खेल प्राधिकरण,Sports Authority of India
24,भारतीय रेल,Indian Railways
25,राजस्थान,Rajasthan
26,रियो डी जनेरियो,Rio de Janeiro
27,प्रथम श्रेणी क्रिकेट,First-class cricket
28,भारतीय क्रिकेट टीम,India national cricket team
29,राजस्थान,Rajasthan
