,hindi,english
0,इंडियन प्रीमियर लीग,Indian Premier League
1,उत्तर प्रदेश,Uttar Pradesh
2,उत्तरप्रदेश,Uttar Pradesh
3,उन्नाव,Unnao
4,एक दिवसीय अंतर्राष्ट्रीय,One Day International
5,ऑस्ट्रेलिया क्रिकेट टीम,Australia national cricket team
6,ऑस्ट्रेलियाई क्रिकेट टीम,Australia national cricket team
7,कोलकाता नाईट राइडर्स,Kolkata Knight Riders
8,क्रिकेट,Cricket
9,टेस्ट क्रिकेट,Test cricket
10,ट्वेन्टी-२० अंतरराष्ट्रीय,Twenty20 International
11,पोर्ट ऑफ स्पेन,Port of Spain
12,भारत,India
13,मुम्बई इंडियन्स,Mumbai Indians
14,हिमाचल प्रदेश क्रिकेट एसोसिएशन स्टेडियम,Himachal Pradesh Cricket Association Stadium
15,2018 आईसीसी अंडर-19 क्रिकेट विश्व कप,2018 Under-19 Cricket World Cup
16,इंडियन प्रीमियर लीग,Indian Premier League
17,कोलकाता नाईट राइडर्स,Kolkata Knight Riders
18,क्रिकेट,Cricket
19,भारतीय अंडर-१९ क्रिकेट टीम,India national under-19 cricket team
20,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
21,11 गोरखा राइफल्स,11th Gorkha Rifles
22,2014 एशियाई खेल,2014 Asian Games
23,2014 राष्ट्रमण्डल खेल,2014 Commonwealth Games
24,उत्तर प्रदेश,Uttar Pradesh
25,एशियाई खेल,Asian Games
26,ग्लासगो,Glasgow
27,निशानेबाजी,Shooting sports
28,नेपाल,Nepal
29,नेपाली,Nepali
30,भारत,India
31,भारतीय सेना,Indian Armed Forces
32,महू,Dr. Ambedkar Nagar
33,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
34,राष्ट्रमण्डल खेल,Commonwealth Games
35,स्वर्ण,Gold
