,hindi,english
0,नागौर,Nagaur
1,भारतीय,Indian
2,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
3,राजनीति,Politics
4,राजस्थान,Rajasthan
5,विधायक,Member of the Legislative Assembly
6,सांसद,Member of parliament
7,भारत,India
8,भारतीय,Indian
9,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
10,राजनीति,Politics
11,सांसद,Member of parliament
12,सीकर,Sikar
13,भारतीय,Indian
14,भारतीय संसद,Parliament of India
15,मनमोहन सिंह,Manmohan Singh
16,राष्ट्रीय महिला आयोग,National Commission for Women
17,लोक सभा,Lok Sabha
18,दौसा लोक सभा निर्वाचन क्षेत्र,Dausa (Lok Sabha constituency)
19,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
20,राजनेता,Politician
21,सांसद,Member of parliament
