,hindi,english
0,किसान,Farmer
1,नदी,River
2,नर्मदा,Narmada River
3,महाराष्ट्र,Maharashtra
4,समय,Time
5,सरकार,Government
6,हाथ,Hand
7,कवि,Poet
8,गूगल,Google
9,गूगल डूडल,Google Doodle
10,ज्योतिराव गोविंदराव फुले,Jyotirao Phule
11,पुणे,Pune
12,प्लेग,Plague (disease)
13,भारत,India
14,विवाह,Marriage
15,गणित,Mathematics
16,गांधीवाद,Gandhism
17,जयप्रकाश नारायण,Jayaprakash Narayan
18,दर्शनशास्त्र,Philosophy
19,देवनागरी,Devanagari
20,भारत,India
21,भूदान आन्दोलन,Bhoodan movement
22,मदन मोहन मालवीय,Madan Mohan Malaviya
23,महात्मा गांधी,Mahatma Gandhi
24,महाराष्ट्र,Maharashtra
25,रसायन विज्ञान,Chemistry
26,साबरमती आश्रम,Sabarmati Ashram
27,पद्म भूषण,Padma Bhushan
28,भारत,India
29,महाराष्ट्र,Maharashtra
30,१९५९,1959
