,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,पार्श्वगायक,Playback singer
2,इंटरनेट मूवी डेटाबेस,IMDb
3,उदयपुर,Udaipur
4,कबीर बेदी,Kabir Bedi
5,जग मंदिर,Jag Mandir
6,जेम्स बॉन्ड,James Bond
7,जेम्स बॉन्ड फ़िल्म शृंखला,List of James Bond films
8,टर्नर क्लासिक मूवीज़,Turner Classic Movies
9,बॉक्स ऑफ़िस मोजो,Box Office Mojo
10,रॉटेन टमेटोज़,Rotten Tomatoes
11,लेक पैलेस,Lake Palace
12,विजय अमृतराज,Vijay Amritraj
13,शिव निवास पैलेस,Shiv Niwas Palace
14,अमृता प्रीतम,Amrita Pritam
15,दिल्ली,Delhi
16,दिल्ली विश्वविद्यालय,University of Delhi
17,न्यू जर्सी,New Jersey
18,पद्म श्री,Padma Shri
19,प्रकाश कौर,Parkash Kaur
20,फ़िल्म,Film
21,बुल्ले शाह,Bulleh Shah
22,भारतीय उपमहाद्वीप,Indian subcontinent
23,रेडियो,Radio
24,लाहौर,Lahore
25,शिव कुमार बटालवी,Shiv Kumar Batalvi
26,संगीत नाटक अकादमी पुरस्कार,Sangeet Natak Akademi
27,अभिनेता,Actor
28,उत्तराखण्ड,Uttarakhand
29,करनाल,Karnal
30,गिद्दड़बाहा,Giddarbaha
31,नकोदर,Nakodar
32,पंजाबी यूनिवर्सिटी,Punjabi University
33,पॉल मॅक्कार्टनी,Paul McCartney
34,बॉब डायलन,Bob Dylan
35,ब्रिटेन,Britain
36,मलोट,Malout
37,रोपड़,Rupnagar
38,हरियाणा,Haryana
