,hindi,english
0,ज्ञानपीठ पुरस्कार,Jnanpith Award
1,आंध्र प्रदेश,Andhra Pradesh
2,इंटरनेट मूवी डेटाबेस,IMDb
3,पद्म भूषण,Padma Bhushan
4,भारत,India
5,भारत सरकार,Government of India
6,१९७३,1973
7,आंध्र प्रदेश,Andhra Pradesh
8,पद्म भूषण,Padma Bhushan
9,भारत,India
10,भारत सरकार,Government of India
11,१९६९,1969
12,2008 ग्रीष्मकालीन ओलम्पिक,2008 Summer Olympics
13,2012 ग्रीष्मकालीन ओलम्पिक,2012 Summer Olympics
14,अर्जुन पुरस्कार,Arjuna Award
15,इंडोनेशिया,Indonesia
16,इंडोनेशिया ओपन सुपर सीरीज़,Indonesia Open (badminton)
17,उबर कप,Uber Cup
18,ओलंपिक खेल,Olympic Games
19,ओलम्पिक खेल,Olympic Games
20,कांस्य पदक,Bronze medal
21,चाईनीज़ ताईपे ओपेन,Chinese Taipei Open
22,चीनी ताइपे,Chinese Taipei
23,जर्मनी,Germany
24,जापान,Japan
25,डेनमार्क,Denmark
26,डेनमार्क ओपेन,Denmark Open
27,थाइलैंड,Thailand
28,दिल्ली,Delhi
29,नई दिल्ली,New Delhi
30,पद्म श्री,Padma Shri
31,पी वी सिंधु,P. V. Sindhu
32,पी॰ कश्यप,Parupalli Kashyap
33,बीजिंग,Beijing
34,बैडमिंटन,Badminton
35,भारत,India
36,भारतीय बैडमिंटन लीग,Premier Badminton League
37,मलेशिया,Malaysia
38,मारिया क्रिस्टीन युलिआंती,Maria Kristin Yulianti
39,राजीव गाँधी खेल रत्न पुरस्कार,Rajiv Gandhi Khel Ratna
40,राष्ट्रमंडल खेल,Commonwealth Games
41,ली झुइरुई,Li Xuerui
42,वांग यिहान,Wang Yihan
43,विश्व कनिष्ठ बैडमिंटन प्रतियोगिता,BWF World Junior Championships
44,सिंगापुर,Singapore
45,स्पेन,Spain
46,हरियाणा,Haryana
47,हाँग काँग,Hong Kong
48,हिसार,Hisar (city)
49,हैदराबाद,Hyderabad
50,१७ मार्च,March 17
51,१९९०,1990
