,hindi,english
0,अर्जुन,Arjuna
1,इंडोनेशिया,Indonesia
2,कुछ रंग प्यार के ऐसे भी,Kuch Rang Pyar Ke Aise Bhi
3,क्या मस्त है लाइफ,Kya Mast Hai Life
4,जम्मू और कश्मीर,Jammu and Kashmir (state)
5,भद्रवाह,Bhaderwah
6,भारत,India
7,ये रिश्ते हैं प्यार के,Yeh Rishtey Hain Pyaar Ke
8,सुप्रिया पिलगांवकर,Supriya Pilgaonkar
9,सोनारिका भदोरिया,Sonarika Bhadoria
10,स्टार प्लस,StarPlus
11,इंटरनेट मूवी डेटाबेस,IMDb
12,दिल्ली,Delhi
13,सेंट स्टीफ़न कॉलेज,"St. Stephen's College, Delhi"
14,अभिनेता,Actor
15,हिन्दी,Hindi
16,अभिनेता,Actor
17,गीतकार,Lyricist
18,जम्मू और कश्मीर,Jammu and Kashmir (state)
19,भारत,India
20,मुन्ना भाई एम बी बी एस,Munna Bhai M.B.B.S.
21,लेखक,Writer
22,"श्रीनगर, जम्मू और कश्मीर",Srinagar
23,संजू,Sanju
