,hindi,english
0,अंग्रेजी,English language
1,अनुवाद,Translation
2,अमोल पालेकर,Amol Palekar
3,उपन्यास,Novel
4,ऋषिकेश मुखर्जी,Hrishikesh Mukherjee
5,ऐश्वर्या राय,Aishwarya Rai
6,ऑक्सफोर्ड यूनिवर्सिटी प्रेस,Oxford University Press
7,कुन्दन लाल सहगल,K. L. Saigal
8,चरित्रहीन,Choritrohin
9,ढाका विश्वविद्यालय,University of Dhaka
10,दिलीप कुमार,Dilip Kumar
11,फ़िल्म,Film
12,फिल्मफेयर पुरस्कार,Filmfare Awards
13,बांग्ला,Bengali language
14,भागलपुर,Bhagalpur
15,भारत,India
16,माधुरी दीक्षित,Madhuri Dixit
17,रंगून,Yangon
18,रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
19,लघुकथा,Short story
20,विष्णु प्रभाकर,Vishnu Prabhakar
21,वैजयन्ती माला,Vyjayanthimala
22,शाहरुख़ ख़ान,Shah Rukh Khan
23,सुचित्रा सेन,Suchitra Sen
24,सौमित्र चटर्जी,Soumitra Chatterjee
25,हिन्दी,Hindi
26,हिन्दी फिल्म,Bollywood
27,हुगली,Hooghly River
28,१५ सितम्बर,September 15
29,१६ जनवरी,January 16
30,१८७६,1876
31,१९३८,1938
32,१९७४,1974
33,कलकत्ता विश्वविद्यालय,University of Calcutta
34,कोलकाता,Kolkata
35,गोविन्द निहलानी,Govind Nihalani
36,ग्वालियर,Gwalior
37,जबलपुर,Jabalpur
38,ज्ञानपीठ पुरस्कार,Jnanpith Award
39,झाँसी,Jhansi
40,ढाका,Dhaka
41,पश्चिम बंगाल,West Bengal
42,पुणे,Pune
43,फ़िल्म,Film
44,बांग्ला,Bengali language
45,भारतीय,Indian
46,ललितपुर,"Lalitpur, India"
47,सागर,Sagar
48,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
49,स्नातकोत्तर,Postgraduate education
50,हिन्दी,Hindi
51,अंग्रेजी साहित्य,English literature
52,कवि,Poet
53,नवीन चंद्र सेन,Nabinchandra Sen
54,पत्रकार,Journalist
55,भारत,India
56,वाराणसी,Varanasi
57,आसनसोल,Asansol
58,कवि,Poet
59,काजी नज़रुल इस्लाम,Kazi Nazrul Islam
60,चुरुलिया,Churulia
61,ढाका,Dhaka
62,नाटक,Drama
63,पश्चिम बंगाल,West Bengal
64,बांग्ला भाषा,Bengali language
65,भारत,India
66,राष्ट्रीयता,Nationality
67,साहित्य,Literature
