,hindi,english
0,1961,1961
1,1962,1962
2,1964,1964
3,1967,1967
4,1977,1977
5,1979,1979
6,1980,1980
7,1982,1982
8,1985,1985
9,1987,1987
10,1990,1990
11,2007,2007
12,अकादमी मानद पुरस्कार,Academy Honorary Award
13,अकीरा कुरोसावा,Akira Kurosawa
14,अदूर गोपालकृष्णन,Adoor Gopalakrishnan
15,अपराजितो,Aparajito
16,अपर्णा सेन,Aparna Sen
17,अपु त्रयी,The Apu Trilogy
18,अपुर संसार,The World of Apu
19,अमजद ख़ान,Amjad Khan (actor)
20,अर्थशास्त्र,Economics
21,अली अक़बर ख़ाँ,Ali Akbar Khan
22,अवध,Awadh
23,आंतोन चेखव,Anton Chekhov
24,आगन्तुक,Agantuk
25,आपातकाल,The Emergency (India)
26,"आवर फ़िल्म्स, देयर फ़िल्म्स","Our Films, Their Films"
27,इंदिरा गांधी,Indira Gandhi
28,उत्तम कुमार,Uttam Kumar
29,उत्पल दत्त,Utpal Dutt
30,उपेन्द्रकिशोर राय चौधरी,Upendrakishore Ray Chowdhury
31,उर्दू भाषा,Urdu
32,ऋत्विक घटक,Ritwik Ghatak
33,ऑक्सफ़र्ड विश्वविद्यालय,University of Oxford
34,कलकत्ता फ़िल्म सभा,Calcutta Film Society
35,कला,Art
36,कला निर्देशन,Art director
37,कान फ़िल्मोत्सव,Cannes Film Festival
38,काली,Kali
39,कोलकाता,Kolkata
40,कोलम्बिया पिक्चर्स,Columbia Pictures
41,गणशत्रु,Ganashatru
42,गुपी गाइन बाघा बाइन,Goopy Gyne Bagha Byne
43,घरे बाइरे,The Home and the World
44,चलचित्रण,Cinematography
45,चारुलता,Charulata
46,चार्ली चैपलिन,Charlie Chaplin
47,चिदानन्द दासगुप्ता,Chidananda Dasgupta
48,जखन छोटो छिलम,Jakhan Choto Chilam
49,जलसाघर,Jalsaghar
50,जवाहर लाल नेहरु,Jawaharlal Nehru
51,ज़मींदार,Zamindar
52,जापान,Japan
53,जिम कार्बेट,Jim Corbett
54,ज्यां रेनुआ,Jean Renoir
55,डिस्कवरी ऑफ़ इंडिया,The Discovery of India
56,डोमिनिका,Dominica
57,तारिक़ मसूद,Tareque Masud
58,द टाइम्स ऑफ़ इंडिया,The Times of India
59,दादासाहब फाल्के पुरस्कार,Dadasaheb Phalke Award
60,दार्जीलिंग,Darjeeling
61,दिल का दौरा,Myocardial infarction
62,दीपा मेहता,Deepa Mehta
63,द्वितीय विश्वयुद्ध,World War II
64,नक्सलवाद,Naxalite
65,नन्दलाल बोस,Nandalal Bose
66,नाइपॉल,V. S. Naipaul
67,न्यू यॉर्क टाइम्स,The New York Times
68,पटकथा,Screenplay
69,पथेर पांचाली,Pather Panchali
70,पद्म भूषण,Padma Bhushan
71,पश्चिम बंगाल,West Bengal
72,पारश पत्थर,Parash Pathar
73,पार्श्व संगीत,Film score
74,पीटर सेलर्स,Peter Sellers
75,पुरी,Puri
76,प्रकाशन,Publishing
77,प्रतिद्वंद्वी,Pratidwandi
78,प्रोफ़ेसर शंकु,Professor Shonku
79,फ़िल्म निर्देशक,Film director
80,फ़ीचर फ़िल्म,Feature film
81,फ़्राँस,France
82,फ़्राँस्वा त्रुफ़ो,François Truffaut
83,फ़्रांस्वा त्रूफ़ो,François Truffaut
84,फॉन्ट,Font
85,बांग्ला भाषा,Bengali language
86,बांग्लादेश मुक्ति युद्ध,Bangladesh Liberation War
87,बिजोय राय,Bijoya Ray
88,बिनोद बिहारी मुखर्जी,Benode Behari Mukherjee
