,hindi,english
0,ओड़िया भाषा,Odia language
1,ओडिशा,Odisha
2,ज्ञानपीठ पुरस्कार,Jnanpith Award
3,बांग्ला,Bengali language
4,भारतीय सांस्कृतिक संबंध परिषद,Indian Council for Cultural Relations
5,मूर्तिदेवी पुरस्कार,Moortidevi Award
6,हिन्दी,Hindi
7,ओड़िया भाषा,Odia language
8,कहानी,Narrative
9,उपन्यास,Novel
10,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
11,ओडिशा,Odisha
12,कटक,Cuttack
13,नवीन पटनायक,Naveen Patnaik
14,पुरी,Puri
15,भद्रक,Bhadrak
16,भूदान आन्दोलन,Bhoodan movement
17,महात्मा गांधी,Mahatma Gandhi
18,रामदेवी चौधरी,Ramadevi Choudhury
19,विनोबा भावे,Vinoba Bhave
