,hindi,english
0,टाइम्स ऑफ इण्डिया,The Times of India
1,पत्रकार,Journalist
2,पद्मभूषण,Padma Bhushan
3,भारत,India
4,भारत सरकार,Government of India
5,योजना आयोग,Planning Commission (India)
6,राजीव मल्होत्रा,Rajiv Malhotra
7,राम स्वरूप,Ram Swarup
8,विश्व बैंक,World Bank
9,सीता राम गोयल,Sita Ram Goel
10,१९९०,1990
11,आउटलुक,Outlook (Indian magazine)
12,गोवा,Goa
13,चण्डीगढ़,Chandigarh
14,तहलका,Tehelka
15,नई दिल्ली,New Delhi
16,पंजाब विश्वविद्यालय,Panjab University
17,पत्रकार,Journalist
18,भारत,India
19,भारत,India
20,लाहौर,Lahore
21,इंग्लैण्ड,England
22,इण्डिया टुडे,India Today
23,नई दिल्ली,New Delhi
24,पत्रकारिता,Journalism
25,भारत,India
26,मसूरी,Mussoorie
